sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_2	0x58v50	L3S2P21	13.2	20.2	1.5303030303	0.653465346535	N
tube_2	0x58v50	ECK120033737	2087.04	5.84	0.00279822140448	357.369863014	N
tube_2	0x58v50	L3S2P22	1191.04	268.28	0.2252485223	4.43954077829	N
tube_2	0x58v50	ECK120029600	3313.96	8.0	0.00241403034436	414.245	N
tube_2	0x58v50	L3S3P21-2	0.0	0.0	0.0	-1.0	Y
tube_2	0x58v50	L3S2P24	214.6	0.0	0.00465983224604	214.6	Y
tube_2	0x58v50	L3S2P11	54.04	0.0	0.0185048112509	54.04	Y
tube_2	0x58v50	L3S2P55	1947.96	41.16	0.0211297973264	47.3265306122	N
