locus_id	gene_name	tube_1	tube_2	tube_3	tube_4	tube_5	tube_6	tube_7	tube_8	flask_1	flask_2	flask_3	flask_4	flask_5	flask_6	flask_7	flask_8
SYNTHETIC_AmtR	AmtR	1749.0	8507.0	14398.0	73244.0	3018.0	9082.0	1588.0	2030.0	2937.0	44296.0	14818.0	41707.0	7276.0	62495.0	17777.0	63631.0
SYNTHETIC_AraC	AraC	7788.0	8868.0	7378.0	32423.0	4271.0	8396.0	405.0	317.0	14754.0	32952.0	18254.0	18296.0	17329.0	154831.0	38058.0	106709.0
SYNTHETIC_BM3R1	BM3R1	216.0	228.0	725.0	2103.0	11174.0	2485.0	140.0	112.0	219.0	626.0	588.0	1373.0	20710.0	136711.0	27742.0	79155.0
SYNTHETIC_KanR	KanR	6530.0	9278.0	9271.0	25448.0	3329.0	6876.0	271.0	164.0	6780.0	33893.0	10049.0	22995.0	10638.0	88998.0	13814.0	43388.0
SYNTHETIC_LacI	LacI	975.0	1721.0	1373.0	5800.0	749.0	1588.0	72.0	77.0	2230.0	8128.0	1629.0	2356.0	2371.0	20367.0	4424.0	10818.0
SYNTHETIC_LitR	LitR	483.0	1514.0	55343.0	167975.0	94224.0	23188.0	7651.0	5715.0	526.0	2095.0	59840.0	140783.0	106066.0	1125588.0	234865.0	740037.0
SYNTHETIC_PhlF	PhlF	10620.0	10275.0	2659.0	8814.0	972.0	13084.0	1039.0	961.0	20016.0	64422.0	4196.0	6369.0	2928.0	33443.0	8131.0	25720.0
SYNTHETIC_SrpR	SrpR	38475.0	10685.0	9024.0	29866.0	21155.0	7169.0	218.0	248.0	135093.0	36718.0	12811.0	18791.0	54848.0	74268.0	15460.0	29661.0
SYNTHETIC_TetR	TetR	1143.0	1697.0	1838.0	7561.0	840.0	2390.0	72.0	113.0	2835.0	8703.0	3238.0	5034.0	3443.0	35786.0	8211.0	14078.0
SYNTHETIC_YFP	YFP	769.0	486.0	97495.0	482886.0	83137.0	6256.0	1794.0	1309.0	1466.0	3247.0	151435.0	281061.0	220009.0	922481.0	295526.0	508747.0
ECDH10B_1337	17	3.0	1.0	16.0	13.0	28.0	5.0	0.0	0.0	12.0	73.0	12.0	18.0	8.0	94.0	0.0	21.0
ECDH10B_1338	18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	18.0	0.0	0.0
ECDH10B_1339	19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
ECDH10B_1347	2	0.0	0.0	0.0	21.0	9.0	28.0	0.0	0.0	37.0	59.0	0.0	17.0	31.0	38.0	19.0	68.0
ECDH10B_1329	30	0.0	0.0	0.0	0.0	14.0	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0
ECDH10B_1327	40	503.0	413.0	142.0	1152.0	95.0	330.0	0.0	22.0	274.0	1730.0	417.0	533.0	177.0	2658.0	426.0	1212.0
ECDH10B_1352	5	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
ECDH10B_1349	B	0.0	9.0	6.0	64.0	0.0	9.0	0.0	0.0	8.0	29.0	0.0	10.0	17.0	148.0	21.0	26.0
ECDH10B_1350	C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.0	36.0	0.0	0.0	0.0	14.0	19.0	0.0
ECDH10B_1351	D	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	28.0	0.0	0.0	0.0	10.0	75.0	0.0	0.0
ECDH10B_0725	ECDH10B_0725	0.0	0.0	0.0	79.0	14.0	0.0	0.0	0.0	0.0	62.0	0.0	14.0	0.0	78.0	14.0	22.0
ECDH10B_1315	ECDH10B_1315	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	7.0
ECDH10B_1316	ECDH10B_1316	11.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	18.0	15.0	128.0	15.0	33.0
ECDH10B_1317	ECDH10B_1317	0.0	0.0	0.0	31.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	27.0	8.0	25.0
ECDH10B_1320	ECDH10B_1320	0.0	0.0	0.0	10.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1321	ECDH10B_1321	9.0	31.0	0.0	28.0	23.0	40.0	0.0	0.0	4.0	23.0	17.0	20.0	0.0	158.0	16.0	15.0
ECDH10B_1322	ECDH10B_1322	0.0	0.0	0.0	24.0	0.0	0.0	0.0	0.0	18.0	5.0	0.0	53.0	0.0	52.0	4.0	6.0
ECDH10B_1324	ECDH10B_1324	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1325	ECDH10B_1325	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1331	ECDH10B_1331	0.0	0.0	0.0	0.0	0.0	8.0	0.0	0.0	0.0	34.0	0.0	0.0	5.0	73.0	0.0	47.0
ECDH10B_1333	ECDH10B_1333	0.0	11.0	11.0	25.0	7.0	24.0	0.0	0.0	7.0	15.0	19.0	6.0	30.0	225.0	30.0	54.0
ECDH10B_1334	ECDH10B_1334	9.0	19.0	46.0	203.0	22.0	60.0	0.0	0.0	66.0	134.0	26.0	73.0	83.0	219.0	41.0	84.0
ECDH10B_1335	ECDH10B_1335	0.0	0.0	0.0	39.0	11.0	10.0	0.0	0.0	19.0	105.0	0.0	14.0	0.0	47.0	28.0	20.0
ECDH10B_1343	ECDH10B_1343	410.0	525.0	227.0	1195.0	121.0	360.0	13.0	0.0	301.0	1616.0	403.0	1367.0	196.0	3376.0	449.0	1102.0
ECDH10B_1344	ECDH10B_1344	0.0	0.0	0.0	40.0	0.0	26.0	0.0	0.0	32.0	46.0	9.0	0.0	15.0	39.0	27.0	84.0
ECDH10B_1345	ECDH10B_1345	0.0	0.0	5.0	27.0	0.0	0.0	0.0	0.0	27.0	59.0	0.0	21.0	0.0	70.0	13.0	3.0
ECDH10B_p1	ECDH10B_p1	10092.0	10040.0	11528.0	40184.0	4815.0	14458.0	427.0	328.0	23261.0	51531.0	15330.0	21689.0	9335.0	51250.0	3689.0	7586.0
ECDH10B_p2	ECDH10B_p2	1524.0	2299.0	1910.0	10894.0	1359.0	2468.0	91.0	19.0	3292.0	12215.0	2599.0	4705.0	1868.0	15884.0	1467.0	4180.0
ECDH10B_1326	N	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1346	Nu1	0.0	13.0	10.0	22.0	0.0	0.0	13.0	0.0	0.0	0.0	15.0	9.0	0.0	42.0	0.0	11.0
ECDH10B_1332	P	0.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.0	0.0	0.0	71.0	0.0	26.0
ECDH10B_1341	Rz1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1340	Rz	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1348	W	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_3418	aaeA	0.0	2.0	4.0	47.0	5.0	19.0	0.0	0.0	5.0	85.0	38.0	6.0	0.0	120.0	9.0	73.0
ECDH10B_3420	aaeR	163.0	300.0	194.0	522.0	49.0	197.0	0.0	26.0	366.0	787.0	183.0	306.0	115.0	1124.0	185.0	279.0
ECDH10B_3419	aaeX	14.0	0.0	0.0	3.0	0.0	26.0	0.0	0.0	13.0	68.0	0.0	9.0	11.0	13.0	20.0	0.0
ECDH10B_3006	aas	253.0	400.0	249.0	1082.0	129.0	213.0	8.0	0.0	513.0	1717.0	284.0	320.0	251.0	2202.0	356.0	787.0
ECDH10B_0955	aat	54.0	169.0	105.0	355.0	116.0	268.0	0.0	0.0	298.0	805.0	121.0	145.0	151.0	1436.0	170.0	302.0
ECDH10B_1458	abgA	14.0	15.0	43.0	33.0	0.0	16.0	0.0	0.0	13.0	7.0	0.0	9.0	12.0	118.0	85.0	15.0
ECDH10B_1457	abgB	0.0	0.0	15.0	54.0	0.0	0.0	0.0	0.0	8.0	12.0	0.0	14.0	5.0	109.0	2.0	34.0
ECDH10B_1459	abgR	38.0	68.0	104.0	167.0	6.0	0.0	0.0	0.0	54.0	176.0	30.0	99.0	89.0	806.0	77.0	238.0
ECDH10B_1456	abgT	0.0	6.0	31.0	93.0	0.0	18.0	0.0	0.0	19.0	62.0	14.0	15.0	0.0	103.0	22.0	54.0
ECDH10B_0782	abrB	101.0	31.0	16.0	52.0	0.0	52.0	0.0	0.0	110.0	224.0	49.0	24.0	0.0	115.0	28.0	41.0
ECDH10B_0165	accA	822.0	1921.0	1579.0	4906.0	1097.0	1379.0	42.0	5.0	2026.0	6221.0	1359.0	3235.0	1311.0	13761.0	1032.0	3082.0
ECDH10B_3430	accB	891.0	1378.0	955.0	6189.0	487.0	1401.0	50.0	57.0	1433.0	6292.0	1074.0	2175.0	422.0	6094.0	988.0	1402.0
ECDH10B_3431	accC	1369.0	1774.0	1543.0	7468.0	480.0	1708.0	73.0	87.0	2480.0	9578.0	1821.0	3448.0	857.0	8283.0	570.0	1513.0
ECDH10B_2478	accD	929.0	1212.0	1335.0	3747.0	686.0	916.0	25.0	45.0	1584.0	4141.0	1029.0	1614.0	737.0	8998.0	1006.0	2706.0
ECDH10B_4204	aceA	625.0	238.0	240.0	1098.0	77.0	312.0	28.0	18.0	467.0	1524.0	247.0	408.0	437.0	5629.0	762.0	2220.0
ECDH10B_4203	aceB	380.0	330.0	155.0	877.0	65.0	255.0	0.0	0.0	562.0	1893.0	339.0	278.0	315.0	3991.0	704.0	1972.0
ECDH10B_0094	aceE	4390.0	8006.0	9501.0	37892.0	5327.0	9506.0	354.0	327.0	16047.0	60807.0	15629.0	24701.0	7183.0	76820.0	2695.0	7876.0
ECDH10B_0095	aceF	3609.0	8780.0	7651.0	33232.0	4450.0	10885.0	172.0	212.0	15449.0	42669.0	13210.0	28175.0	6342.0	52530.0	2017.0	4848.0
ECDH10B_4205	aceK	137.0	74.0	129.0	462.0	14.0	86.0	29.0	0.0	195.0	895.0	66.0	166.0	202.0	1606.0	247.0	742.0
ECDH10B_2458	ackA	2348.0	3810.0	1996.0	6679.0	1438.0	2459.0	90.0	129.0	3880.0	15432.0	2008.0	3486.0	1961.0	20611.0	1997.0	5277.0
ECDH10B_1393	acnA	248.0	251.0	426.0	1867.0	129.0	353.0	10.0	27.0	579.0	2033.0	931.0	1006.0	621.0	5381.0	1022.0	2877.0
ECDH10B_0098	acnB	2906.0	3769.0	5913.0	21448.0	2809.0	5360.0	171.0	171.0	5146.0	23453.0	6431.0	8543.0	8948.0	81846.0	12360.0	31840.0
ECDH10B_0360	acpH	45.0	39.0	100.0	327.0	28.0	44.0	12.0	5.0	79.0	334.0	58.0	171.0	94.0	996.0	106.0	346.0
ECDH10B_1166	acpP	7322.0	8896.0	5335.0	23174.0	4400.0	11870.0	225.0	118.0	6528.0	21853.0	8955.0	32791.0	5012.0	64228.0	7046.0	18385.0
ECDH10B_3649	acpT	237.0	257.0	185.0	502.0	44.0	109.0	0.0	0.0	329.0	1664.0	103.0	291.0	128.0	308.0	39.0	239.0
ECDH10B_0419	acrA	246.0	259.0	91.0	994.0	76.0	477.0	63.0	67.0	458.0	2210.0	384.0	403.0	86.0	4560.0	616.0	1555.0
ECDH10B_0418	acrB	573.0	413.0	380.0	1946.0	108.0	1016.0	99.0	35.0	910.0	3638.0	785.0	1136.0	292.0	11127.0	1502.0	3031.0
ECDH10B_2635	acrD	106.0	103.0	138.0	477.0	142.0	142.0	40.0	17.0	239.0	628.0	71.0	153.0	192.0	1388.0	243.0	596.0
ECDH10B_3440	acrE	0.0	7.0	0.0	20.0	11.0	0.0	0.0	3.0	15.0	5.0	0.0	18.0	0.0	56.0	0.0	10.0
ECDH10B_3441	acrF	57.0	78.0	96.0	234.0	55.0	62.0	0.0	0.0	54.0	265.0	111.0	65.0	88.0	407.0	128.0	179.0
ECDH10B_0420	acrR	0.0	38.0	31.0	155.0	0.0	136.0	0.0	0.0	65.0	746.0	20.0	106.0	87.0	1760.0	433.0	938.0
ECDH10B_4259	acs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_4257	actP	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_2370	ada	24.0	15.0	31.0	172.0	60.0	95.0	0.0	0.0	90.0	373.0	48.0	72.0	35.0	547.0	73.0	127.0
ECDH10B_1756	add	156.0	258.0	508.0	1866.0	492.0	423.0	50.0	47.0	180.0	620.0	595.0	1244.0	840.0	13388.0	1173.0	3013.0
ECDH10B_3848	ade	105.0	76.0	84.0	329.0	31.0	41.0	15.0	21.0	99.0	356.0	165.0	269.0	62.0	374.0	19.0	67.0
ECDH10B_1302	adhE	12879.0	20430.0	7274.0	35428.0	3219.0	6850.0	140.0	150.0	11020.0	45849.0	8648.0	13154.0	11965.0	141320.0	11041.0	36422.0
ECDH10B_1609	adhP	195.0	104.0	144.0	832.0	24.0	93.0	0.0	17.0	336.0	650.0	240.0	436.0	147.0	1327.0	164.0	582.0
ECDH10B_4307	adiC	14.0	84.0	14.0	1.0	8.0	16.0	0.0	0.0	12.0	104.0	0.0	9.0	0.0	23.0	0.0	6.0
ECDH10B_0430	adk	692.0	1289.0	455.0	2287.0	346.0	1000.0	50.0	0.0	1699.0	6356.0	741.0	1591.0	514.0	6256.0	569.0	1800.0
ECDH10B_0342	adrA	10.0	32.0	11.0	49.0	0.0	22.0	0.0	0.0	11.0	81.0	0.0	39.0	0.0	122.0	5.0	52.0
ECDH10B_2633	aegA	56.0	168.0	26.0	49.0	13.0	66.0	0.0	0.0	87.0	302.0	8.0	4.0	9.0	246.0	36.0	110.0
ECDH10B_3247	aer	76.0	26.0	96.0	384.0	83.0	47.0	0.0	15.0	62.0	250.0	158.0	201.0	101.0	1017.0	199.0	528.0
ECDH10B_0432	aes	32.0	106.0	0.0	50.0	13.0	20.0	0.0	0.0	16.0	49.0	3.0	4.0	5.0	99.0	42.0	53.0
ECDH10B_0249	afuB	0.0	0.0	0.0	15.0	0.0	5.0	0.0	0.0	6.0	31.0	0.0	0.0	8.0	18.0	11.0	0.0
ECDH10B_3308	agaA	45.0	48.0	15.0	27.0	13.0	8.0	0.0	0.0	48.0	55.0	21.0	17.0	25.0	156.0	17.0	11.0
ECDH10B_3311	agaB	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	9.0	18.0	0.0	17.0
ECDH10B_3312	agaC	0.0	0.0	0.0	0.0	9.0	15.0	0.0	0.0	16.0	50.0	0.0	0.0	11.0	28.0	0.0	7.0
ECDH10B_3313	agaD	0.0	7.0	0.0	0.0	15.0	0.0	0.0	0.0	1.0	14.0	0.0	0.0	0.0	32.0	0.0	0.0
ECDH10B_3314	agaI	0.0	18.0	17.0	0.0	0.0	0.0	0.0	0.0	0.0	24.0	14.0	0.0	0.0	56.0	8.0	6.0
ECDH10B_3304	agaR	450.0	1074.0	631.0	1219.0	326.0	440.0	34.0	18.0	753.0	1902.0	825.0	916.0	670.0	5833.0	1008.0	1699.0
ECDH10B_3309	agaS	0.0	43.0	0.0	29.0	0.0	0.0	0.0	0.0	12.0	69.0	10.0	25.0	0.0	74.0	0.0	0.0
ECDH10B_3306	agaV	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	1.0	32.0
ECDH10B_3307	agaW	0.0	0.0	0.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1074	agp	458.0	372.0	64.0	376.0	15.0	155.0	0.0	0.0	273.0	669.0	115.0	267.0	141.0	836.0	163.0	637.0
ECDH10B_0566	ahpC	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0
ECDH10B_0674	ahpC	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0567	ahpF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0675	ahpF	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_4382	aidB	53.0	146.0	19.0	157.0	4.0	34.0	0.0	0.0	63.0	71.0	32.0	39.0	54.0	446.0	64.0	114.0
ECDH10B_2412	ais	0.0	6.0	46.0	130.0	42.0	65.0	0.0	6.0	0.0	48.0	0.0	30.0	9.0	349.0	17.0	122.0
ECDH10B_2865	alaS	2219.0	4225.0	3573.0	15341.0	1416.0	3599.0	105.0	134.0	6387.0	17682.0	4922.0	6025.0	2497.0	19431.0	2089.0	5250.0
ECDH10B_4042	alaT	0.0	0.0	0.0	18.0	19.0	26.0	0.0	0.0	31.0	81.0	0.0	27.0	0.0	0.0	0.0	19.0
ECDH10B_3451	alaU	0.0	0.0	0.0	16.0	30.0	0.0	0.0	0.0	11.0	33.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0184	alaV	0.0	0.0	81.0	99.0	38.0	65.0	0.0	0.0	44.0	239.0	0.0	24.0	0.0	73.0	8.0	23.0
ECDH10B_2561	alaW	0.0	0.0	23.0	30.0	0.0	0.0	0.0	0.0	12.0	0.0	0.0	1.0	0.0	4.0	0.0	12.0
ECDH10B_2560	alaX	0.0	14.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	22.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_1541	aldA	383.0	145.0	1259.0	7288.0	111.0	487.0	12.0	23.0	411.0	1132.0	3098.0	4217.0	852.0	11904.0	3915.0	7705.0
ECDH10B_3769	aldB	0.0	15.0	73.0	239.0	7.0	1.0	0.0	0.0	22.0	38.0	75.0	170.0	33.0	702.0	223.0	1082.0
ECDH10B_2218	alkA	87.0	44.0	70.0	194.0	47.0	84.0	0.0	0.0	131.0	239.0	142.0	85.0	99.0	681.0	218.0	242.0
ECDH10B_2369	alkB	13.0	44.0	8.0	66.0	18.0	26.0	0.0	0.0	17.0	148.0	30.0	20.0	24.0	82.0	0.0	22.0
ECDH10B_0461	allA	13.0	16.0	0.0	13.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	11.0	0.0	51.0	0.0	7.0
ECDH10B_0468	allB	0.0	0.0	0.0	0.0	30.0	16.0	0.0	0.0	28.0	23.0	0.0	27.0	0.0	124.0	55.0	129.0
ECDH10B_0472	allC	0.0	0.0	7.0	18.0	2.0	0.0	0.0	0.0	64.0	113.0	18.0	28.0	19.0	95.0	52.0	87.0
ECDH10B_0473	allD	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	0.0	0.0	15.0	0.0	0.0
ECDH10B_0462	allR	639.0	770.0	631.0	1422.0	160.0	312.0	9.0	0.0	462.0	1722.0	823.0	782.0	883.0	6480.0	1372.0	3025.0
ECDH10B_0460	allS	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	21.0	18.0	0.0	0.0	12.0	15.0	17.0
ECDH10B_2790	alpA	0.0	0.0	0.0	15.0	16.0	0.0	0.0	0.0	11.0	45.0	8.0	0.0	0.0	30.0	6.0	13.0
ECDH10B_4242	alr	218.0	433.0	368.0	1119.0	232.0	395.0	14.0	0.0	1003.0	2774.0	418.0	667.0	332.0	3820.0	324.0	962.0
ECDH10B_4278	alsA	32.0	45.0	0.0	50.0	6.0	14.0	0.0	0.0	4.0	27.0	2.0	15.0	13.0	207.0	31.0	170.0
ECDH10B_4279	alsB	55.0	76.0	15.0	31.0	22.0	11.0	0.0	0.0	52.0	160.0	5.0	14.0	21.0	545.0	97.0	346.0
ECDH10B_4277	alsC	11.0	14.0	4.0	11.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0	121.0	0.0	41.0
ECDH10B_4276	alsE	0.0	0.0	0.0	0.0	11.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	98.0	34.0	28.0
ECDH10B_4275	alsK	0.0	36.0	17.0	23.0	9.0	0.0	0.0	0.0	13.0	36.0	0.0	12.0	21.0	168.0	42.0	62.0
ECDH10B_3264	alx	288.0	195.0	522.0	1327.0	335.0	495.0	72.0	25.0	735.0	2135.0	266.0	417.0	365.0	1539.0	519.0	1160.0
ECDH10B_2600	amiA	217.0	180.0	179.0	538.0	111.0	187.0	19.0	0.0	180.0	1319.0	253.0	339.0	193.0	1769.0	278.0	624.0
ECDH10B_4364	amiB	227.0	338.0	157.0	1011.0	212.0	292.0	16.0	8.0	647.0	1502.0	356.0	393.0	377.0	3881.0	496.0	1264.0
ECDH10B_2987	amiC	276.0	241.0	639.0	2130.0	397.0	470.0	32.0	0.0	495.0	1563.0	863.0	888.0	537.0	5723.0	660.0	1451.0
ECDH10B_2126	amn	262.0	324.0	462.0	1384.0	158.0	359.0	59.0	39.0	522.0	1877.0	517.0	643.0	433.0	6510.0	688.0	2118.0
ECDH10B_4345	ampC	191.0	229.0	67.0	133.0	30.0	98.0	0.0	0.0	258.0	864.0	10.0	129.0	18.0	283.0	12.0	116.0
ECDH10B_0090	ampD	83.0	121.0	114.0	196.0	43.0	233.0	0.0	0.0	293.0	689.0	85.0	143.0	156.0	1374.0	118.0	606.0
ECDH10B_0091	ampE	255.0	270.0	83.0	441.0	101.0	182.0	0.0	14.0	251.0	916.0	176.0	103.0	117.0	1566.0	200.0	378.0
ECDH10B_0389	ampG	226.0	390.0	574.0	1790.0	407.0	441.0	28.0	20.0	699.0	2675.0	503.0	712.0	367.0	3982.0	570.0	1035.0
ECDH10B_0333	ampH	133.0	60.0	48.0	230.0	34.0	62.0	0.0	0.0	107.0	311.0	72.0	43.0	40.0	162.0	36.0	51.0
ECDH10B_0407	amtB	17.0	33.0	38.0	137.0	15.0	92.0	5.0	0.0	55.0	102.0	8.0	84.0	27.0	343.0	33.0	116.0
ECDH10B_2068	amyA	123.0	185.0	121.0	716.0	74.0	138.0	0.0	0.0	199.0	368.0	112.0	257.0	98.0	1128.0	203.0	487.0
ECDH10B_1774	anmK	90.0	81.0	51.0	367.0	5.0	117.0	13.0	0.0	233.0	332.0	194.0	262.0	93.0	867.0	221.0	504.0
ECDH10B_1905	ansA	62.0	122.0	164.0	427.0	42.0	133.0	0.0	0.0	278.0	867.0	88.0	264.0	5.0	403.0	51.0	30.0
ECDH10B_3132	ansB	2539.0	2144.0	118.0	402.0	115.0	803.0	19.0	8.0	1705.0	5074.0	43.0	197.0	38.0	601.0	28.0	319.0
ECDH10B_1583	ansP	14.0	73.0	35.0	258.0	9.0	73.0	19.0	0.0	219.0	250.0	89.0	125.0	69.0	424.0	49.0	63.0
ECDH10B_0051	apaG	59.0	131.0	148.0	963.0	101.0	211.0	0.0	15.0	466.0	1106.0	409.0	249.0	125.0	1236.0	365.0	556.0
ECDH10B_0050	apaH	193.0	273.0	369.0	1282.0	256.0	260.0	13.0	16.0	484.0	1964.0	380.0	543.0	392.0	2530.0	417.0	804.0
ECDH10B_4244	aphA	66.0	71.0	28.0	254.0	92.0	103.0	0.0	0.0	175.0	540.0	29.0	67.0	87.0	481.0	128.0	309.0
ECDH10B_1050	appA	44.0	141.0	9.0	61.0	19.0	36.0	0.0	0.0	40.0	164.0	9.0	0.0	57.0	315.0	93.0	177.0
ECDH10B_1049	appB	3.0	421.0	0.0	120.0	0.0	37.0	0.0	0.0	13.0	155.0	23.0	19.0	6.0	175.0	60.0	49.0
ECDH10B_1048	appC	40.0	277.0	34.0	146.0	15.0	35.0	10.0	0.0	52.0	202.0	29.0	51.0	76.0	112.0	20.0	93.0
ECDH10B_0522	appY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0630	appY	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ECDH10B_0425	apt	249.0	580.0	590.0	2864.0	446.0	467.0	11.0	54.0	917.0	2582.0	379.0	922.0	536.0	5103.0	372.0	863.0
ECDH10B_0945	aqpZ	0.0	10.0	2.0	55.0	0.0	0.0	0.0	0.0	56.0	75.0	34.0	19.0	16.0	107.0	13.0	98.0
ECDH10B_3013	araE	28.0	79.0	39.0	172.0	2126.0	1240.0	90.0	94.0	140.0	146.0	35.0	77.0	8724.0	81362.0	10202.0	40892.0
ECDH10B_2041	araF	0.0	0.0	0.0	6.0	231.0	115.0	0.0	0.0	17.0	16.0	7.0	33.0	684.0	11121.0	4298.0	13758.0
ECDH10B_2040	araG	10.0	18.0	0.0	24.0	344.0	80.0	18.0	7.0	37.0	0.0	0.0	0.0	718.0	8904.0	2305.0	7276.0
ECDH10B_2039	araH	10.0	0.0	16.0	77.0	286.0	57.0	0.0	10.0	0.0	57.0	11.0	20.0	622.0	7400.0	2393.0	7505.0
ECDH10B_0352	araJ	48.0	70.0	48.0	251.0	890.0	642.0	59.0	40.0	99.0	306.0	73.0	96.0	1923.0	12890.0	1241.0	3376.0
ECDH10B_4559	arcA	1974.0	2748.0	1107.0	2950.0	339.0	1697.0	72.0	7.0	2520.0	10588.0	804.0	1455.0	983.0	7310.0	1048.0	3563.0
ECDH10B_3385	arcB	870.0	1057.0	355.0	1686.0	170.0	805.0	0.0	7.0	1456.0	4344.0	840.0	1038.0	420.0	3483.0	551.0	1132.0
ECDH10B_2988	argA	74.0	83.0	14.0	122.0	26.0	21.0	0.0	0.0	64.0	307.0	56.0	60.0	66.0	708.0	88.0	252.0
ECDH10B_4147	argB	35.0	146.0	19.0	169.0	27.0	34.0	12.0	0.0	78.0	178.0	41.0	121.0	47.0	418.0	51.0	71.0
ECDH10B_4146	argC	7.0	116.0	49.0	287.0	15.0	33.0	0.0	16.0	73.0	201.0	39.0	196.0	27.0	545.0	35.0	81.0
ECDH10B_3535	argD	145.0	165.0	172.0	378.0	126.0	184.0	31.0	0.0	252.0	656.0	169.0	234.0	65.0	1193.0	122.0	215.0
ECDH10B_4145	argE	234.0	312.0	163.0	1045.0	183.0	470.0	15.0	0.0	434.0	1435.0	299.0	352.0	531.0	6481.0	778.0	2692.0
ECDH10B_0261	argF	32.0	0.0	78.0	203.0	55.0	82.0	15.0	4.0	112.0	68.0	161.0	127.0	146.0	971.0	146.0	296.0
ECDH10B_3346	argG	214.0	459.0	129.0	798.0	52.0	208.0	15.0	0.0	496.0	1162.0	341.0	195.0	95.0	979.0	194.0	299.0
ECDH10B_4148	argH	115.0	567.0	260.0	458.0	77.0	228.0	0.0	12.0	379.0	681.0	432.0	334.0	274.0	1224.0	260.0	395.0
ECDH10B_4447	argI	8.0	0.0	0.0	23.0	0.0	0.0	21.0	0.0	20.0	16.0	0.0	13.0	0.0	101.0	14.0	35.0
ECDH10B_3093	argK	0.0	7.0	6.0	18.0	13.0	15.0	0.0	0.0	13.0	11.0	21.0	0.0	0.0	16.0	0.0	27.0
