locus_id	gene_name	log2(FC)	log2(CPM)	p_value	fdr
ECDH10B_1302	adhE	-2.11078676156581	11.0794092188859	0.01625556465743	0.669046748354554
ECDH10B_3650	nikA	-3.67090102761175	5.69791330953416	0.0163918089003274	0.669046748354554
ECDH10B_3648	yhhT	-7.82421084832415	2.53666571105555	0.0167236604164308	0.669046748354554
ECDH10B_2200	wcaI	9.6590489840866	4.48558656723362	0.0168953438104493	0.669046748354554
ECDH10B_2377	atoS	-3.84925525919622	3.01391631799789	0.0169506274681613	0.669046748354554
ECDH10B_0294	ykgE	-3.82082480587067	3.59261126232516	0.0170860768899802	0.669046748354554
ECDH10B_2301	sanA	-7.5418017178249	2.31603946567083	0.0171046522767904	0.669046748354554
ECDH10B_1643	lsrR	-7.54647287337308	2.31899973980964	0.0171452790478249	0.669046748354554
ECDH10B_1071	cbpM	-3.851250527347	3.61424721566123	0.0171906949073271	0.669046748354554
ECDH10B_2589	cysU	3.7851301881004	6.05485923708746	0.0173655185269399	0.669046748354554
ECDH10B_1807	ydhV	-3.82455453497897	2.99650701558754	0.0173954957169817	0.669046748354554
ECDH10B_1413	puuP	5.07565652015311	5.01749726968201	0.0174361638904954	0.669046748354554
ECDH10B_1937	yeaT	-3.83201568943431	3.00223502036687	0.0174924306658453	0.669046748354554
ECDH10B_1553	ydcH	-3.78816230420749	4.91866540553834	0.0179381122501634	0.669046748354554
ECDH10B_4134	gldA	-3.62769533929698	5.75815715108626	0.0181408739648552	0.669046748354554
ECDH10B_1577	ydcZ	-7.46513278487924	2.25643859845284	0.0185339792370865	0.669046748354554
ECDH10B_4108	tpiA	-2.90063078880454	9.09318352093686	0.0185855571301354	0.669046748354554
ECDH10B_2401	glpB	-3.49000503255615	7.45250538755297	0.0185965888176209	0.669046748354554
ECDH10B_2245	gatC	-2.99295554121948	6.66426390333203	0.018627170859772	0.669046748354554
ECDH10B_4346	frdD	-3.55403354229583	7.47395211964235	0.0187587646087208	0.669046748354554
ECDH10B_2402	glpC	-3.51380345469024	7.59097906932792	0.0188664959975052	0.669046748354554
ECDH10B_0964	dmsA	-3.4350789741397	7.08666549376367	0.0191613471180231	0.669046748354554
ECDH10B_3592	malP	-3.16526682895192	6.68770496449099	0.019162302983265	0.669046748354554
ECDH10B_1662	marA	8.65464763305392	3.50881218373966	0.0192672407165872	0.669046748354554
ECDH10B_3300	garP	-7.675253627802	2.41802027638166	0.0193425248346702	0.669046748354554
ECDH10B_2928	ygcL	9.01639446042079	3.83319051531345	0.0196223408462148	0.669046748354554
ECDH10B_2724	sroF	-3.69264812593062	4.06990870289413	0.019632733560152	0.669046748354554
ECDH10B_1426	ycjM	5.3314433429769	4.78126961026634	0.0198829139280598	0.672319926776721
ECDH10B_1941	yeaX	-5.08230182175474	2.20057493606395	0.0201279359644965	0.674128561091288
ECDH10B_1174	fhuE	4.4570168123541	6.03881422296464	0.0203402942107983	0.674128561091288
ECDH10B_2176	ugd	2.94034815834368	7.54556725581033	0.0204928997993099	0.674128561091288
ECDH10B_3394	insH-10	-3.83175818243217	2.99099767910825	0.0207789863032952	0.674128561091288
ECDH10B_2587	cysA	3.26875952642673	7.21751520038383	0.020813404140761	0.674128561091288
ECDH10B_2588	cysW	4.91476624102731	5.39723757923406	0.021142038002484	0.674128561091288
ECDH10B_1371	ompW	-3.37919060344859	6.48278264148951	0.0211550006774545	0.674128561091288
ECDH10B_4118	rraA	-2.94063897082114	7.57171867285303	0.0211837591927697	0.674128561091288
ECDH10B_0786	ybgD	8.47177082471406	3.33905221067938	0.0214336724901912	0.674128561091288
ECDH10B_3205	yqiA	-3.66236319106779	4.04068133219764	0.0214818592369759	0.674128561091288
ECDH10B_4223	malE	-3.43126019652717	6.1386632944067	0.0219893781745525	0.679848408784817
ECDH10B_0873	fiu	4.00433642543283	5.56259287339176	0.0223694287209418	0.679848408784817
ECDH10B_1666	ydeH	2.96655335020414	6.58949184682066	0.0226171013698583	0.679848408784817
ECDH10B_1691	ydfT	-7.37326898860769	2.18695854185384	0.022795885550901	0.679848408784817
ECDH10B_1278	ychN	-3.46632923115201	5.81480059669609	0.0228215892061525	0.679848408784817
ECDH10B_3543	nirC	-3.66162781222604	4.3623417810253	0.0228641788267757	0.679848408784817
ECDH10B_3169	hybE	-3.51388303872133	3.09385639971429	0.0234754499581694	0.679848408784817
ECDH10B_0800	cydB	-2.18295153386349	8.30531015705972	0.0235431890183472	0.679848408784817
ECDH10B_1043	hyaB	-8.37824195643752	2.99643831839969	0.0235727524054262	0.679848408784817
ECDH10B_3667	yhiM	-7.35321715255588	2.17118886415097	0.0236267196656695	0.679848408784817
ECDH10B_4047	yihD	-3.67560657122913	3.95787827104048	0.0236432126669319	0.679848408784817
ECDH10B_4545	ytjB	-3.61846788030737	3.91345850525822	0.0239598684010361	0.679848408784817
ECDH10B_0401	ybaE	-3.50663613512577	3.34260153232485	0.0239783364709538	0.679848408784817
ECDH10B_1564	ydcN	-7.27840018265139	2.11355609915171	0.0240572488175487	0.679848408784817
ECDH10B_2698	iscR	2.75174612771832	7.15001889476609	0.0242995483049947	0.679848408784817
ECDH10B_2841	nrdI	8.18060546334135	3.08602134777954	0.0243851421027288	0.679848408784817
ECDH10B_2202	fcl	9.89742311629031	4.72545696069342	0.0248375597049462	0.679848408784817
ECDH10B_3697	yhjB	-7.35375354221365	2.17199387805296	0.024839562145246	0.679848408784817
ECDH10B_1997	yebA	-2.88728165289573	7.07394434340968	0.0248809842729781	0.679848408784817
ECDH10B_4439	pyrI	-3.73871698173225	2.78324851305574	0.0249076072783547	0.679848408784817
ECDH10B_0403	ybaO	-3.48067321527982	3.3218922345265	0.0249371264111808	0.679848408784817
ECDH10B_3285	yhaO	-3.74750984514322	4.81277974945699	0.02538850811912	0.687855108171438
ECDH10B_0817	nadA	2.91968006587201	6.70711907042639	0.0258769943834469	0.695543724070399
ECDH10B_3698	yhjC	-3.57246528533888	2.79815811030503	0.0259912028939649	0.695543724070399
ECDH10B_1929	yeaN	-4.81143245296133	2.00048780349181	0.0263491628144623	0.70055113082991
ECDH10B_2894	hypA	-7.39970476514319	2.20333552010777	0.0265704516446356	0.70055113082991
ECDH10B_4106	sbp	2.52410837333845	7.6651054763265	0.0267749159450346	0.70055113082991
ECDH10B_1141	flgN	-3.82701027857447	2.47022096763058	0.0272669892713743	0.70055113082991
ECDH10B_4540	deoA	-3.48199366497954	5.31300715385093	0.0274503416333575	0.70055113082991
ECDH10B_4270	fdhF	-3.4916631125779	5.13183000966631	0.0274817359119979	0.70055113082991
ECDH10B_1064	yccM	-7.21966297829821	2.0676993411037	0.0275263202667895	0.70055113082991
ECDH10B_4000	yifL	-3.44461239837931	3.66848749654394	0.0277000391451398	0.70055113082991
ECDH10B_2929	ygcB	-3.43926912257154	3.66467960727868	0.0277078351042003	0.70055113082991
ECDH10B_3939	rbsB	-2.33976383847926	9.73347248169365	0.0279694675601764	0.70055113082991
ECDH10B_1033	mgsA	-2.88205535209139	6.43337591414135	0.0279955268619431	0.70055113082991
ECDH10B_2211	wzb	9.69502711593013	4.51545789148528	0.0283529771353857	0.70055113082991
ECDH10B_2580	ptsH	-2.24519989898614	7.69306192883999	0.0285103734498451	0.70055113082991
ECDH10B_1783	ydhM	4.46876653854342	5.42735380860826	0.0285427707877288	0.70055113082991
ECDH10B_2697	iscS	2.39768434641629	8.90645846185952	0.0285873684749482	0.70055113082991
ECDH10B_4239	pspG	2.99783198595484	6.47351396950208	0.0287828080674994	0.70140004910856
ECDH10B_1285	narJ	-7.1012920131839	1.97970659445879	0.0290078721726374	0.702957435650247
ECDH10B_4320	yjdK	-7.3282966560407	2.14856905940898	0.0291741510697676	0.703080922465892
ECDH10B_1284	narH	-3.46752452175219	3.92727458649074	0.0300447916537949	0.715804860863767
ECDH10B_1525	paaY	-3.32144834696645	3.62213151116032	0.0301512394102865	0.715804860863767
ECDH10B_2304	yeiA	-3.45230767660701	4.57264508557846	0.0304625006713642	0.715804860863767
ECDH10B_1497	ynaE	8.7027291352569	3.69740487396411	0.0307298274697344	0.715804860863767
ECDH10B_3896	tnaB	-3.45047788765366	3.54341029892762	0.0310876375022773	0.715804860863767
ECDH10B_1402	gmr	-3.30904386692417	3.61182659907473	0.0311856563487036	0.715804860863767
ECDH10B_1674	ydfJ	8.34840094467797	3.17946984029929	0.0312700991262052	0.715804860863767
ECDH10B_1136	mdtH	-3.24444411712629	3.20592071991302	0.0313049406204733	0.715804860863767
ECDH10B_3131	yggM	-3.58764604312252	2.93543717869295	0.0314771323087224	0.715804860863767
ECDH10B_1505	ldhA	-3.31523221513859	3.76029437643896	0.0315735833640521	0.715804860863767
ECDH10B_1995	pykA	-2.7762792988399	8.05769336182306	0.0316652980854548	0.715804860863767
ECDH10B_4131	katG	-2.1158732555758	8.65431523390744	0.0319208719992225	0.715804860863767
ECDH10B_3330	yhbT	-3.19405093279712	6.21850614227589	0.0327298315205238	0.715804860863767
ECDH10B_2955	gudD	-6.99513390708143	1.90064535378595	0.0328256122371762	0.715804860863767
ECDH10B_2875	srlR	-3.51111263959594	2.87719886921725	0.0330043492051522	0.715804860863767
ECDH10B_3679	arsC	5.58254577991695	4.09203069626056	0.0334225740721922	0.715804860863767
ECDH10B_3855	ivbL	-3.77664003215014	2.63871056764305	0.0335330118539786	0.715804860863767
SYNTHETIC_AmtR	AmtR	2.30765883261575	11.9298369921931	0.0335398732653791	0.715804860863767
ECDH10B_2830	gabP	8.63595478554685	3.42006289579742	0.0337663108931906	0.715804860863767
ECDH10B_0974	focA	-2.05358437415619	7.63081202150547	0.0338682741245635	0.715804860863767
ECDH10B_2431	elaD	5.22218925976233	4.66568372284923	0.0339911321740069	0.715804860863767
ECDH10B_1890	ydjZ	-3.25531731027029	3.3483246258268	0.0340112724954473	0.715804860863767
ECDH10B_2837	ygaW	-3.39018784766607	3.38271500207491	0.0341286883261727	0.715804860863767
ECDH10B_0014	dnaK	-1.76796778249988	10.9552570433208	0.0341367629805108	0.715804860863767
ECDH10B_0861	ybhS	-3.88464223325246	1.90232804800877	0.0344606899200643	0.715804860863767
ECDH10B_4465	insC-6	-7.15902444418376	2.02556120252675	0.0345419114466382	0.715804860863767
ECDH10B_4279	alsB	-3.38752404444147	3.08735498677846	0.0345568808467052	0.715804860863767
ECDH10B_4405	ytfF	-3.29938662652584	3.8341103385551	0.0347393554336228	0.715804860863767
ECDH10B_3623	ugpQ	-3.2491590398146	3.83471627512625	0.0348792189022949	0.715804860863767
ECDH10B_1881	spy	4.09788589319585	6.69515041761726	0.0350718820744957	0.715804860863767
ECDH10B_4105	pfkA	-1.86593430727664	9.26976253745959	0.035176176775882	0.715804860863767
ECDH10B_3868	glvG	-7.12159014727671	1.99296728854359	0.03531080698415	0.715804860863767
ECDH10B_0349	ykiA	-3.21968835103747	2.86501377486752	0.0353651322247685	0.715804860863767
ECDH10B_0312	frmR	2.84045517094304	6.39958086162998	0.0353655319050613	0.715804860863767
ECDH10B_3153	glcG	-6.95403702675772	1.87122199313705	0.0354643076221381	0.715804860863767
ECDH10B_1584	yncG	-6.96233874502991	1.87715570269327	0.0356097328765331	0.715804860863767
ECDH10B_4509	yjhQ	-7.12908761719492	1.99840442005292	0.0362965050835609	0.716839692275818
ECDH10B_3689	mdtE	-3.48464085840689	4.29927559577739	0.0363345330603481	0.716839692275818
ECDH10B_3794	gpmI	-1.87236132647297	9.20875906966966	0.0363400125723715	0.716839692275818
ECDH10B_4055	csrC	-3.12423917701961	7.3892496554446	0.0363828422703349	0.716839692275818
ECDH10B_3645	yhhQ	3.61337399135731	5.79995728613525	0.0364829004321943	0.716839692275818
ECDH10B_3500	gspD	-3.3828078443708	2.64498651477035	0.0373030158735116	0.722045544784412
ECDH10B_1599	narZ	-6.9171762239614	1.8434088564748	0.0374624070917859	0.722045544784412
ECDH10B_0035	caiF	-3.10323112024933	3.10001646542854	0.0378719750074357	0.722045544784412
ECDH10B_2595	yfeW	-3.12226954424579	3.11078838323194	0.0379467468974123	0.722045544784412
ECDH10B_0367	tsx	-2.62570256238872	7.01921453175129	0.0379676931383989	0.722045544784412
ECDH10B_4538	yjjI	-3.14106208530302	5.96244052542965	0.0379684160456109	0.722045544784412
ECDH10B_1623	gadC	-3.62244472591671	3.39287139201661	0.0379991122649981	0.722045544784412
ECDH10B_2209	wcaA	7.97608377100199	2.81436768514117	0.0381085155581927	0.722045544784412
ECDH10B_1417	puuC	5.11593289933815	3.6786531571514	0.0382455558364259	0.722045544784412
ECDH10B_3178	yghZ	-3.24334447433844	5.36599450559699	0.0385166939512536	0.722045544784412
ECDH10B_4263	nrfC	-7.00158654149134	1.90410845684205	0.03875564617538	0.722045544784412
ECDH10B_0762	kdpC	-7.03451895095618	1.92833325767725	0.0388880477208765	0.722045544784412
ECDH10B_1686	ydfQ	8.07951701478699	2.90678042996249	0.0390625318313818	0.722045544784412
ECDH10B_3551	yhfS	-6.96868879797638	1.88063893417664	0.0391082147049061	0.722045544784412
ECDH10B_4349	frdA	-2.95578747559405	9.72925683724208	0.0392989051596073	0.722045544784412
ECDH10B_1742	rstB	-3.27500211754899	4.99417008345772	0.0394586177664538	0.722045544784412
ECDH10B_3296	rnpB	-1.75288602770504	12.909512666047	0.0395826976021975	0.722045544784412
ECDH10B_2558	insL-3	-6.86616556330312	1.80780199544879	0.0397274027391698	0.722045544784412
ECDH10B_3861	yidJ	-6.85494765453407	1.79884224090038	0.0401502484732068	0.72211291296727
ECDH10B_3783	yibT	-3.24531026508671	5.08048060546787	0.0401655703804802	0.72211291296727
ECDH10B_3305	kbaZ	-6.82679005330259	1.77847904801461	0.0402277482464573	0.72211291296727
ECDH10B_1075	yccJ	-3.19621221229989	3.90285092640104	0.041241948770145	0.733398760984556
ECDH10B_2617	eutH	-6.88594609070618	1.82283899405835	0.0416394039975592	0.733398760984556
ECDH10B_1923	yeaI	-3.17229019180775	3.39888380835714	0.0417274507823087	0.733398760984556
ECDH10B_1668	ydeJ	8.11888865099786	2.89466872403622	0.0418603794343295	0.733398760984556
ECDH10B_4363	yjeE	-3.55109179927555	2.47072318581035	0.0418917569422829	0.733398760984556
ECDH10B_3020	yqeJ	-3.40789925550338	2.52519261104647	0.0419232211549007	0.733398760984556
ECDH10B_4332	aspA	-3.33490074657398	9.57559685543709	0.0420333998730259	0.733398760984556
ECDH10B_4225	lamB	-2.78876303197068	6.14567921361317	0.0423511090947724	0.73469466215483
ECDH10B_0378	xseB	-3.14660243002498	3.97120102838671	0.0424445334394812	0.73469466215483
ECDH10B_3936	rbsD	-2.65504598570204	8.77246203190799	0.0431451577297341	0.735073143521678
ECDH10B_3402	nanA	-3.2793453587208	4.77580717723747	0.0432480584408145	0.735073143521678
ECDH10B_3105	yggF	8.85083276386624	3.67036578485487	0.0435315532301695	0.735073143521678
ECDH10B_0293	ykgD	-6.85954082858168	1.80426323838185	0.0437726627731822	0.735073143521678
ECDH10B_2579	cysK	2.02575318903351	9.02247674297487	0.0441271399456107	0.735073143521678
ECDH10B_0141	degP	2.14683168156693	8.6016940490456	0.0441497416743553	0.735073143521678
ECDH10B_1076	wrbA	-3.16006252125003	4.6613187696897	0.0442826167968919	0.735073143521678
ECDH10B_2464	yfcG	-6.81537482898338	1.76925095951636	0.0444398429133054	0.735073143521678
ECDH10B_2110	hchA	-6.74158037696225	1.71838840906759	0.0444959535169684	0.735073143521678
ECDH10B_1153	flgK	-6.74158015073531	1.71838840906759	0.0445445622064821	0.735073143521678
ECDH10B_2653	hyfG	-3.21331496733102	2.52050013865811	0.0445493452158635	0.735073143521678
ECDH10B_1093	phoH	2.85160744887258	6.21711780825177	0.0445748271868788	0.735073143521678
ECDH10B_2193	wcaM	-6.79007949347885	1.75274568014404	0.0446571258673188	0.735073143521678
ECDH10B_3048	hyuA	8.76673006781342	3.583363009333	0.0452975936901127	0.74009247803466
ECDH10B_3308	agaA	-3.27682360788306	2.70023589326274	0.0453013965234421	0.74009247803466
ECDH10B_3383	elbB	-3.1830169683108	4.55711588311319	0.0454835697012237	0.74029601133111
ECDH10B_2574	yfeH	-3.14220640414655	4.43150983521818	0.045948770935396	0.745087504907797
ECDH10B_2702	csiE	-3.25861289731358	2.68554804498335	0.0462427794879684	0.747077793061178
ECDH10B_3853	ilvN	-3.06143719987443	3.51311404549124	0.0467098715871265	0.747155038429599
ECDH10B_1199	pepT	-2.91504696141399	6.64506589210899	0.0469051859462014	0.747155038429599
ECDH10B_2604	eutL	-6.74844110369111	1.72199879874133	0.0472446283593775	0.747155038429599
ECDH10B_0839	ybhJ	-6.74844141454406	1.72199879874133	0.0472553176519539	0.747155038429599
ECDH10B_0850	moaB	-3.08098004990935	3.65743035648962	0.0473732363043376	0.747155038429599
ECDH10B_2752	yfiQ	-2.52439662148028	6.67651151197909	0.047388694337941	0.747155038429599
ECDH10B_0729	ybeZ	-2.95382251603813	6.30702198332123	0.0474465716746902	0.747155038429599
ECDH10B_0380	yajL	-3.14897282905981	4.72889974713021	0.0478099418377316	0.749681109784498
ECDH10B_3620	yrhB	7.93785683481796	2.70736619557581	0.0479507174758998	0.749681109784498
ECDH10B_3632	livK	-3.13750411411097	4.20283524181702	0.0481837158278162	0.750633458717623
ECDH10B_0492	argU	4.15653091289813	4.70374936734914	0.048660088488428	0.755356960806132
ECDH10B_1049	appB	-3.58953428268146	4.44282732952891	0.0489822576197074	0.75766172956441
ECDH10B_4508	yjhP	-3.01036221446877	3.47436830840061	0.0494045935077281	0.761494123253391
ECDH10B_4227	yjbI	3.64513979073889	4.92521691147123	0.0498559752962082	0.76529171140194
ECDH10B_0935	ybjP	-3.05525922976752	3.54327614250615	0.0500018656005394	0.76529171140194
ECDH10B_2836	stpA	-3.21610569031393	2.6516820689708	0.0504427950161258	0.769340810700492
ECDH10B_2608	yffL	-2.9088786738173	3.30043547939623	0.0508175981844426	0.772356666482714
