sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_6	0x58v50	L3S2P21	539.2	0.0	0.00185459940653	539.2	Y
tube_6	0x58v50	ECK120033737	2670.08	0.0	0.000374520613615	2670.08	Y
tube_6	0x58v50	L3S2P22	938.32	166.04	0.176954557081	5.65116839316	N
tube_6	0x58v50	ECK120029600	2257.36	16.0	0.00708792571854	141.085	N
tube_6	0x58v50	L3S3P21-2	3.64	0.0	0.274725274725	3.64	Y
tube_6	0x58v50	L3S2P24	5651.48	94.32	0.0166894335643	59.9181509754	N
tube_6	0x58v50	L3S2P11	861.24	8.4	0.0097533788491	102.528571429	N
tube_6	0x58v50	L3S2P55	2423.76	62.84	0.0259266594052	38.5703373647	N
