sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_7	0x58v50	L3S2P21	129.32	0.0	0.00773275595422	129.32	Y
tube_7	0x58v50	ECK120033737	302.8	0.0	0.00330250990753	302.8	Y
tube_7	0x58v50	L3S2P22	21.92	14.2	0.647810218978	1.54366197183	N
tube_7	0x58v50	ECK120029600	101.32	0.0	0.00986971969996	101.32	Y
tube_7	0x58v50	L3S3P21-2	0.0	0.0	0.0	-1.0	Y
tube_7	0x58v50	L3S2P24	1860.36	40.16	0.0215872196779	46.3237051793	N
tube_7	0x58v50	L3S2P11	30.0	0.0	0.0333333333333	30.0	Y
tube_7	0x58v50	L3S2P55	348.8	0.0	0.00286697247706	348.8	Y
