gene_name	N13	N14	N15	N16	N17	N5	Rhizobium_1	Rhizobium_2	Rhizobium_synnifI4_1	Rhizobium_synnifI4_2
BN877_II0949_locusTag_BN877_II0949	0	0	49	123	13	0	100	135	46	89
BN877_II0950_locusTag_BN877_II0950	1	0	2	21	0	4	14	63	0	14
BN877_II0951_locusTag_BN877_II0951	13	0	128	1167	159	30	84	166	113	253
BN877_II0952_locusTag_BN877_II0952	0	0	0	18	0	0	0	16	0	0
BN877_II0953_locusTag_BN877_II0953	16	32	442	2690	259	85	92	210	159	509
BN877_II0954_locusTag_BN877_II0954	2	0	37	296	33	3	0	24	20	48
BN877_II0955_locusTag_BN877_II0955	0	0	7	166	17	0	0	0	0	19
BN877_II0956_locusTag_BN877_II0956	44	33	475	4835	273	107	108	441	135	379
BN877_II0957_locusTag_BN877_II0957	16	0	193	1348	97	57	89	525	76	333
BN877_II0958_locusTag_BN877_II0958	1	0	20	77	10	10	52	41	0	27
BN877_II0959_locusTag_BN877_II0959	11	0	215	2549	0	91	86	49	43	116
BN877_II0960_locusTag_BN877_II0960	0	0	8	134	28	0	26	103	0	74
BN877_II0967_locusTag_BN877_II0967	0	0	19	45	14	12	14	63	0	21
BN877_II0969_locusTag_BN877_II0969	0	0	7	11	3	0	12	18	0	0
BN877_II0970_locusTag_BN877_II0970	10	0	3	28	39	18	10	53	22	56
BN877_II0971_locusTag_BN877_II0971	0	7	67	98	8	1	36	142	11	100
BN877_II0972_locusTag_BN877_II0972	0	0	65	178	17	0	45	135	27	62
BN877_II0974_locusTag_BN877_II0974	4	10	106	353	127	41	161	402	90	195
BN877_II0975_locusTag_BN877_II0975	0	0	0	0	0	0	2	13	0	0
BN877_II0979_locusTag_BN877_II0979	7	0	28	180	114	10	140	215	19	41
BN877_II0980_locusTag_BN877_II0980	0	3	15	37	8	0	0	28	12	0
BN877_II0981_locusTag_BN877_II0981	18	8	53	303	47	21	46	102	7	13
BN877_II0982_locusTag_BN877_II0982	12	5	68	165	41	17	254	423	41	141
BN877_II0983_locusTag_BN877_II0983	10	0	20	133	28	13	29	228	22	153
BN877_II0988_locusTag_BN877_II0988	6	0	9	38	12	10	123	171	0	19
BN877_II0989_locusTag_BN877_II0989	0	3	16	64	20	9	172	637	48	48
BN877_II0991_locusTag_BN877_II0991	10	0	109	206	59	41	240	459	66	250
BN877_II0992_locusTag_BN877_II0992	0	0	12	47	33	0	37	81	34	23
BN877_II0993_locusTag_BN877_II0993	0	6	62	77	29	7	46	145	62	98
BN877_II1003_locusTag_BN877_II1003	0	0	10	43	7	6	9	63	16	19
BN877_II1004_locusTag_BN877_II1004	9	0	17	42	0	7	19	6	0	5
BN877_II1005_locusTag_BN877_II1005	0	0	0	5	10	0	8	0	0	21
BN877_II1006_locusTag_BN877_II1006	0	0	6	7	2	0	6	32	0	6
BN877_II1007_locusTag_BN877_II1007	0	0	0	0	0	5	16	0	0	10
BN877_II1008_locusTag_BN877_II1008	0	0	0	36	0	0	0	4	0	0
BN877_II1009_locusTag_BN877_II1009	0	5	25	62	0	12	39	78	27	40
BN877_II1011_locusTag_BN877_II1011	0	7	64	148	33	40	6	107	16	111
BN877_II1012_locusTag_BN877_II1012	0	0	0	8	0	0	0	0	0	5
BN877_II1015_locusTag_BN877_II1015	0	0	0	0	6	0	5	0	0	0
BN877_II1016_locusTag_BN877_II1016	64	80	770	7479	203	48	270	535	197	389
BN877_II1017_locusTag_BN877_II1017	9	7	94	131	69	18	250	484	9	189
BN877_II1018_locusTag_BN877_II1018	0	0	0	0	0	0	0	30	0	25
BN877_II1019_locusTag_BN877_II1019	8	11	51	150	78	12	217	712	178	321
BN877_II1020_locusTag_BN877_II1020	56	15	258	663	181	51	365	729	192	564
BN877_II1022_locusTag_BN877_II1022	0	5	56	248	24	20	20	35	12	18
BN877_II1023_locusTag_BN877_II1023	0	1	66	314	25	35	0	58	21	46
BN877_II1024_locusTag_BN877_II1024	1	0	35	202	0	4	0	26	0	52
BN877_II1025_locusTag_BN877_II1025	0	0	34	155	13	7	11	36	13	74
BN877_II1026_locusTag_BN877_II1026	0	0	52	145	17	1	1	106	17	81
BN877_II1029_locusTag_BN877_II1029	5	0	55	105	51	19	104	148	13	68
BN877_II1030_locusTag_BN877_II1030	0	0	28	88	34	5	11	100	35	16
BN877_II1031_locusTag_BN877_II1031	0	0	6	18	14	3	79	0	24	11
BN877_II1034_locusTag_BN877_II1034	94	38	1047	2498	566	94	549	1508	296	996
BN877_II1035_locusTag_BN877_II1035	187	57	512	1729	544	53	373	518	98	496
BN877_II1036_locusTag_BN877_II1036	0	3	103	164	28	0	15	120	29	245
BN877_II1037_locusTag_BN877_II1037	1	0	214	407	86	17	115	250	72	279
BN877_II1038_locusTag_BN877_II1038	44	11	287	473	146	29	419	741	191	664
BN877_II1039_locusTag_BN877_II1039	5	0	80	341	114	19	210	715	121	371
BN877_II1040_locusTag_BN877_II1040	34	10	2	34	28	5	58	90	6	3
BN877_II1042_locusTag_BN877_II1042	1	8	80	433	100	35	226	596	116	187
BN877_II1043_locusTag_BN877_II1043	2	0	53	181	38	28	28	255	51	154
BN877_II1044_locusTag_BN877_II1044	3	18	28	89	53	0	75	169	31	104
BN877_II1045_locusTag_BN877_II1045	0	0	0	27	7	0	18	32	0	30
BN877_II1048_locusTag_BN877_II1048	0	0	0	0	0	0	0	0	0	0
BN877_II1049_locusTag_BN877_II1049	5	13	55	96	60	29	20	279	89	186
BN877_II1050_locusTag_BN877_II1050	0	0	3	28	4	0	4	16	19	38
BN877_II1051_locusTag_BN877_II1051	7	5	37	298	31	14	27	9	4	13
BN877_II1052_locusTag_BN877_II1052	0	5	33	130	14	0	30	33	11	26
BN877_II1055_locusTag_BN877_II1055	0	0	0	0	12	0	420	880	124	432
BN877_II1056_locusTag_BN877_II1056	0	0	0	0	0	0	5	12	11	19
BN877_II1057_locusTag_BN877_II1057	7	2	124	1439	112	5	0	14	0	9
BN877_II1058_locusTag_BN877_II1058	4	0	62	156	89	14	153	391	93	195
BN877_II1059_locusTag_BN877_II1059	8	7	37	64	48	29	56	116	48	141
BN877_II1061_locusTag_BN877_II1061	75	16	298	695	432	62	316	965	145	531
BN877_II1062_locusTag_BN877_II1062	49	32	86	378	117	41	426	1194	47	461
BN877_II1063_locusTag_BN877_II1063	0	0	9	0	0	0	0	13	0	13
BN877_II1064_locusTag_BN877_II1064	11	9	25	210	215	2	56	167	10	20
BN877_II1065_locusTag_BN877_II1065	0	8	40	63	59	5	47	148	28	75
BN877_II1066_locusTag_BN877_II1066	5	2	28	69	75	1	72	167	15	100
BN877_II1067_locusTag_BN877_II1067	0	0	0	0	0	0	0	0	0	0
BN877_II1068_locusTag_BN877_II1068	0	0	0	2	0	0	0	0	0	0
BN877_II1069_locusTag_BN877_II1069	0	0	89	98	18	0	12	38	0	20
BN877_II1070_locusTag_BN877_II1070	21	0	286	794	90	0	82	158	81	174
BN877_II1071_locusTag_BN877_II1071	11	7	82	215	90	38	134	288	104	204
BN877_II1072_locusTag_BN877_II1072	7	0	14	67	28	1	54	153	0	49
BN877_II1073_locusTag_BN877_II1073	46	14	141	378	301	34	202	622	147	274
BN877_II1074_locusTag_BN877_II1074	5	0	4	80	33	8	28	92	1	57
BN877_II1075_locusTag_BN877_II1075	0	0	43	273	13	4	84	176	71	159
BN877_II1076_locusTag_BN877_II1076	13	8	49	411	8	8	6	41	25	91
BN877_II1077_locusTag_BN877_II1077	0	0	150	268	58	25	73	108	18	91
BN877_II1078_locusTag_BN877_II1078	0	0	1	71	8	0	18	12	0	0
BN877_II1079_locusTag_BN877_II1079	0	0	11	18	8	0	27	48	0	18
BN877_II1080_locusTag_BN877_II1080	6	6	17	129	12	0	21	134	0	24
BN877_II1081_locusTag_BN877_II1081	3	1	90	456	39	4	48	66	0	42
BN877_II1082_locusTag_BN877_II1082	11	0	41	56	3	0	10	40	30	46
BN877_II1083_locusTag_BN877_II1083	0	0	62	92	27	0	34	58	0	32
BN877_II1084_locusTag_BN877_II1084	0	0	65	75	4	6	51	93	11	55
BN877_II1085_locusTag_BN877_II1085	3	15	80	269	116	53	210	607	195	350
BN877_II1086_locusTag_BN877_II1086	0	0	0	0	4	0	9	0	0	17
BN877_II1087_locusTag_BN877_II1087	0	0	10	35	11	3	16	62	9	16
BN877_II1088_locusTag_BN877_II1088	0	0	0	26	0	0	11	19	0	0
BN877_II1089_locusTag_BN877_II1089	0	0	6	0	0	0	0	0	0	9
BN877_II1090_locusTag_BN877_II1090	10	14	165	964	73	28	53	77	36	126
BN877_II1091_locusTag_BN877_II1091	0	10	0	5	12	0	0	31	16	0
BN877_II1092_locusTag_BN877_II1092	0	6	23	2	3	2	0	8	0	22
BN877_II1093_locusTag_BN877_II1093	0	0	7	3	0	1	14	13	41	13
BN877_II1094_locusTag_BN877_II1094	0	0	34	46	21	10	0	0	34	30
BN877_II1095_locusTag_BN877_II1095	0	0	13	20	0	11	0	22	0	11
BN877_II1096_locusTag_BN877_II1096	0	0	19	49	1	0	55	15	32	79
BN877_II1099_locusTag_BN877_II1099	0	4	26	32	31	0	8	113	0	90
BN877_II1100_locusTag_BN877_II1100	0	0	9	131	4	0	0	12	11	10
BN877_II1102_locusTag_BN877_II1102	0	3	0	32	21	0	24	121	5	29
BN877_II1103_locusTag_BN877_II1103	37	32	66	628	42	0	24	27	12	65
BN877_II1104_locusTag_BN877_II1104	44	43	237	1760	182	10	19	51	87	171
BN877_II1105_locusTag_BN877_II1105	18	12	109	855	94	0	125	196	36	148
BN877_II1107_locusTag_BN877_II1107	0	0	1	211	4	0	20	0	0	20
BN877_II1108_locusTag_BN877_II1108	6	0	10	23	0	0	0	0	0	0
BN877_II1109_locusTag_BN877_II1109	0	2	49	171	14	7	52	147	11	133
BN877_II1110_locusTag_BN877_II1110	0	0	0	36	19	0	0	4	0	0
BN877_II1111_locusTag_BN877_II1111	7	0	49	135	48	0	0	9	0	21
BN877_II1112_locusTag_BN877_II1112	18	0	176	165	130	30	139	197	57	103
BN877_II1113_locusTag_BN877_II1113	37	11	97	322	268	28	136	315	77	279
BN877_II1114_locusTag_BN877_II1114	0	0	14	55	24	1	5	85	9	32
BN877_II1115_locusTag_BN877_II1115	0	0	65	100	27	21	119	210	25	81
BN877_II1117_locusTag_BN877_II1117	0	6	10	10	0	0	0	8	0	0
BN877_II1118_locusTag_BN877_II1118	15	27	231	144	456	23	1328	2729	644	1399
BN877_II1119_locusTag_BN877_II1119	46	9	574	152	887	32	1518	3835	412	1194
BN877_II1120_locusTag_BN877_II1120	47	47	660	207	1182	19	1749	3095	662	1312
BN877_II1121_locusTag_BN877_II1121	82	144	939	483	1774	33	2278	5512	1146	2520
BN877_II1122_locusTag_BN877_II1122	43	11	107	89	194	15	36	56	56	45
BN877_II1123_locusTag_BN877_II1123	254	218	846	1135	4902	83	2861	5332	1845	4352
BN877_II1125_locusTag_BN877_II1125	0	0	0	2	0	0	0	12	0	0
BN877_II1131_locusTag_BN877_II1131	1	0	130	448	33	50	101	158	66	185
BN877_II1132_locusTag_BN877_II1132	0	0	0	44	0	0	0	18	0	0
BN877_II1133_locusTag_BN877_II1133	2	26	71	391	52	7	261	207	65	93
BN877_II1134_locusTag_BN877_II1134	0	0	16	87	16	0	76	207	38	77
BN877_II1137_locusTag_BN877_II1137	10	21	125	658	48	31	53	65	11	204
BN877_II1140_locusTag_BN877_II1140	0	0	0	4	0	0	0	15	0	0
BN877_II1141_locusTag_BN877_II1141	659	153	525	757	3842	34	1289	2197	2082	3666
BN877_II1142_locusTag_BN877_II1142	19	9	147	313	101	68	229	693	231	343
BN877_II1144_locusTag_BN877_II1144	7	0	19	42	26	15	10	67	11	101
BN877_II1145_locusTag_BN877_II1145	0	0	29	73	27	0	31	86	31	53
BN877_II1146_locusTag_BN877_II1146	0	0	12	24	6	0	36	128	20	183
BN877_II1147_locusTag_BN877_II1147	10	0	0	10	13	0	8	0	0	12
BN877_II1149_locusTag_BN877_II1149	11	0	74	120	20	6	114	277	27	104
BN877_II1150_locusTag_BN877_II1150	2	0	29	102	13	3	13	83	19	54
BN877_II1153_locusTag_BN877_II1153	302	146	4690	12626	1795	492	1703	3083	3184	6331
BN877_II1154_locusTag_BN877_II1154	8	3	56	524	119	80	230	514	211	501
BN877_II1156_locusTag_BN877_II1156	0	0	7	41	0	0	11	0	0	11
BN877_II1157_locusTag_BN877_II1157	0	0	0	6	0	0	0	20	0	0
BN877_II1158_locusTag_BN877_II1158	6	0	3	8	0	0	0	12	0	20
BN877_II1159_locusTag_BN877_II1159	0	0	0	23	0	0	0	0	5	1
BN877_II1160_locusTag_BN877_II1160	0	0	5	79	0	16	0	51	0	1
BN877_II1161_locusTag_BN877_II1161	7	2	0	44	11	1	32	119	0	27
BN877_II1162_locusTag_BN877_II1162	11	0	35	146	23	10	21	43	11	38
BN877_II1163_locusTag_BN877_II1163	0	0	12	57	9	0	3	15	0	11
BN877_II1164_locusTag_BN877_II1164	4	0	37	22	24	5	0	51	16	124
BN877_II1165_locusTag_BN877_II1165	34	7	82	174	145	54	27	247	108	164
BN877_II1166_locusTag_BN877_II1166	0	0	0	1	0	0	0	11	0	0
BN877_II1167_locusTag_BN877_II1167	19	12	58	83	158	0	9	173	21	120
BN877_II1170_locusTag_BN877_II1170	0	0	16	34	0	8	0	5	27	9
BN877_II1171_locusTag_BN877_II1171	31	0	98	567	114	29	111	299	50	174
BN877_II1175_locusTag_BN877_II1175	33	5	247	767	256	65	313	767	171	561
BN877_II1176_locusTag_BN877_II1176	0	0	84	168	29	2	257	383	140	190
BN877_II1190_locusTag_BN877_II1190	0	0	6	2	5	0	0	0	0	0
BN877_II1191_locusTag_BN877_II1191	0	0	10	20	1	0	0	0	0	0
BN877_II1192_locusTag_BN877_II1192	43	56	1100	3174	280	95	1003	2161	456	1245
BN877_II1195_locusTag_BN877_II1195	0	0	0	0	0	0	0	0	0	0
BN877_II1209_locusTag_BN877_II1209	0	0	19	24	8	0	132	314	102	167
BN877_II1212_locusTag_BN877_II1212	0	0	42	40	11	12	144	152	22	147
BN877_II1216_locusTag_BN877_II1216	12	40	46	275	1082	80	446	1490	324	660
BN877_II1217_locusTag_BN877_II1217	42	7	59	183	416	79	1022	1684	313	709
BN877_II1218_locusTag_BN877_II1218	40	37	63	162	593	48	1930	4393	705	908
BN877_II1221_locusTag_BN877_II1221	6	14	23	40	57	12	27	124	25	12
BN877_II1222_locusTag_BN877_II1222	0	0	14	65	32	5	19	71	11	29
BN877_II1223_locusTag_BN877_II1223	26	1	81	200	66	33	144	146	38	118
BN877_II1224_locusTag_BN877_II1224	60	19	83	356	77	53	82	159	29	81
BN877_II1228_locusTag_BN877_II1228	0	2	31	418	36	1	45	295	49	174
BN877_II1229_locusTag_BN877_II1229	31	20	93	595	120	53	97	184	174	148
BN877_II1230_locusTag_BN877_II1230	8	0	8	224	10	0	16	56	0	53
BN877_II1231_locusTag_BN877_II1231	9	14	932	3312	386	58	492	794	738	1288
BN877_II1234_locusTag_BN877_II1234	36	17	111	188	144	30	295	788	131	330
BN877_II1235_locusTag_BN877_II1235	25	2	4	18	8	0	27	134	7	91
BN877_II1236_locusTag_BN877_II1236	82	15	105	388	91	47	238	613	95	231
BN877_II1237_locusTag_BN877_II1237	6	0	80	168	39	3	121	206	58	220
BN877_II1238_locusTag_BN877_II1238	2	3	88	255	61	9	43	121	24	70
BN877_II1240_locusTag_BN877_II1240	17	79	304	2264	319	74	565	1649	269	944
BN877_II1246_locusTag_BN877_II1246	7	11	39	226	11	23	149	338	60	223
BN877_II1247_locusTag_BN877_II1247	5	52	124	919	106	162	199	850	191	640
BN877_II1248_locusTag_BN877_II1248	0	3	50	157	6	27	107	56	48	73
BN877_II1249_locusTag_BN877_II1249	19	2	249	1825	102	10	13	166	72	189
BN877_II1250_locusTag_BN877_II1250	12	0	49	83	41	7	25	55	12	66
BN877_II1251_locusTag_BN877_II1251	0	0	0	7	0	0	18	0	0	0
BN877_II1252_locusTag_BN877_II1252	0	0	32	64	135	5	245	276	28	80
BN877_II1253_locusTag_BN877_II1253	1	0	7	13	2	9	12	38	0	30
BN877_II1254_locusTag_BN877_II1254	0	0	9	8	0	0	0	13	0	16
BN877_II1255_locusTag_BN877_II1255	0	0	5	22	0	10	0	8	0	24
BN877_II1256_locusTag_BN877_II1256	0	0	8	15	8	0	0	0	0	14
BN877_II1257_locusTag_BN877_II1257	26	0	11	83	83	2	10	95	8	156
BN877_II1258_locusTag_BN877_II1258	0	0	0	29	41	0	23	22	3	65
BN877_II1261_locusTag_BN877_II1261	10	12	123	332	106	26	75	260	135	362
BN877_II1263_locusTag_BN877_II1263	0	0	33	86	11	19	40	148	0	64
BN877_II1264_locusTag_BN877_II1264	5	0	57	144	26	4	34	166	82	137
BN877_II1265_locusTag_BN877_II1265	0	0	9	81	13	4	0	9	7	25
BN877_II1266_locusTag_BN877_II1266	0	0	27	13	0	0	0	0	0	0
BN877_II1267_locusTag_BN877_II1267	3	0	2	6	1	7	0	0	29	11
BN877_II1268_locusTag_BN877_II1268	9	0	9	5	0	0	0	49	0	10
BN877_II1270_locusTag_BN877_II1270	2	0	26	122	49	12	67	97	49	38
BN877_II1272_locusTag_BN877_II1272	0	0	0	0	8	0	3	0	0	0
BN877_II1273_locusTag_BN877_II1273	0	0	36	26	30	0	12	110	0	59
BN877_II1274_locusTag_BN877_II1274	14	2	61	87	49	9	60	220	78	121
BN877_II1275_locusTag_BN877_II1275	0	0	8	22	22	0	0	3	0	45
BN877_II1276_locusTag_BN877_II1276	5	0	11	53	13	4	0	0	0	6
BN877_II1277_locusTag_BN877_II1277	0	0	0	70	7	0	15	37	0	14
BN877_II1278_locusTag_BN877_II1278	0	0	7	63	12	0	17	69	11	50
BN877_II1281_locusTag_BN877_II1281	0	0	6	10	0	0	0	0	15	19
BN877_II1282_locusTag_BN877_II1282	0	7	0	73	22	5	28	66	0	57
BN877_II1283_locusTag_BN877_II1283	0	0	52	119	8	9	31	84	11	37
BN877_II1284_locusTag_BN877_II1284	92	27	1275	2745	620	180	2628	6536	862	1972
BN877_II1285_locusTag_BN877_II1285	15	0	57	1975	15	45	254	680	189	903
BN877_II1286_locusTag_BN877_II1286	0	0	5	180	3	5	232	211	37	225
BN877_II1287_locusTag_BN877_II1287	0	0	17	202	0	29	184	898	157	227
BN877_II1290_locusTag_BN877_II1290	42	30	102	750	126	35	85	404	128	209
BN877_II1291_locusTag_BN877_II1291	15	1	35	65	31	18	8	18	11	29
BN877_II1292_locusTag_BN877_II1292	113	74	329	650	464	126	130	942	144	603
BN877_II1293_locusTag_BN877_II1293	27	42	84	282	165	39	283	872	118	485
BN877_II1294_locusTag_BN877_II1294	38	2	103	353	193	71	376	1009	167	637
BN877_II1295_locusTag_BN877_II1295	99	12	251	484	193	183	257	575	146	358
BN877_II1297_locusTag_BN877_II1297	16	16	131	288	159	21	331	556	34	113
BN877_II1298_locusTag_BN877_II1298	136	69	330	340	1448	64	701	1847	320	703
BN877_II1300_locusTag_BN877_II1300	18	23	917	2029	192	118	216	572	177	1101
BN877_II1301_locusTag_BN877_II1301	32	65	932	2323	299	143	1112	2542	292	1086
BN877_II1306_locusTag_BN877_II1306	84	82	1703	9223	771	252	4198	12054	1520	4419
BN877_II1308_locusTag_BN877_II1308	5	34	823	1619	388	63	898	2049	553	1401
BN877_II1311_locusTag_BN877_II1311	0	0	52	945	3	14	0	24	0	81
BN877_II1317_locusTag_BN877_II1317	0	0	22	1976	0	44	28	8	7	36
BN877_II1320_locusTag_BN877_II1320	0	0	18	741	10	16	50	13	0	0
BN877_II1321_locusTag_BN877_II1321	0	0	6	671	16	35	18	0	0	31
BN877_II1322_locusTag_BN877_II1322	6	7	14	654	0	68	11	0	0	19
BN877_II1323_locusTag_BN877_II1323	0	0	29	291	0	28	26	5	24	11
BN877_II1324_locusTag_BN877_II1324	5	7	63	478	23	37	2	147	0	28
BN877_II1325_locusTag_BN877_II1325	0	0	52	557	0	13	40	67	0	23
BN877_II1326_locusTag_BN877_II1326	0	0	22	47	3	0	9	15	14	35
BN877_II1327_locusTag_BN877_II1327	0	0	8	0	0	3	0	37	0	21
BN877_II1328_locusTag_BN877_II1328	0	0	0	0	0	0	0	0	0	0
BN877_II1329_locusTag_BN877_II1329	0	0	0	0	0	4	0	0	0	0
BN877_II1330_locusTag_BN877_II1330	0	0	73	47	20	14	27	34	32	56
BN877_II1331_locusTag_BN877_II1331	0	0	38	237	21	10	10	10	0	17
BN877_II1332_locusTag_BN877_II1332	0	0	0	291	11	29	9	18	26	40
BN877_II1333_locusTag_BN877_II1333	0	0	29	256	18	14	44	69	20	40
BN877_II1334_locusTag_BN877_II1334	12	0	62	250	102	15	75	212	15	134
BN877_II1338_locusTag_BN877_II1338	59	36	552	1199	752	45	304	1275	326	1128
BN877_II1339_locusTag_BN877_II1339	6	1	65	241	31	41	78	291	32	89
BN877_II1340_locusTag_BN877_II1340	0	0	7	13	11	2	52	175	0	3
BN877_II1341_locusTag_BN877_II1341	6	10	30	139	88	16	40	152	60	152
BN877_II1342_locusTag_BN877_II1342	0	0	28	30	7	0	23	69	30	25
BN877_II1343_locusTag_BN877_II1343	12	0	30	118	15	3	26	49	57	93
BN877_II1344_locusTag_BN877_II1344	0	0	0	18	0	0	0	0	0	0
BN877_II1345_locusTag_BN877_II1345	0	0	6	10	5	0	0	0	0	0
BN877_II1346_locusTag_BN877_II1346	3	7	237	777	137	59	174	558	81	410
BN877_II1347_locusTag_BN877_II1347	0	0	0	0	5	14	11	7	0	1
BN877_II1348_locusTag_BN877_II1348	0	0	0	69	10	11	40	33	12	27
BN877_II1349_locusTag_BN877_II1349	5	12	47	261	36	7	155	309	55	173
BN877_II1350_locusTag_BN877_II1350	0	0	2	43	0	0	40	85	14	39
BN877_II1351_locusTag_BN877_II1351	10	0	30	86	37	9	6	73	3	79
BN877_II1352_locusTag_BN877_II1352	1	4	32	137	5	12	15	31	0	35
BN877_II1353_locusTag_BN877_II1353	0	0	0	8	29	0	23	24	6	17
BN877_II1354_locusTag_BN877_II1354	19	11	77	123	38	14	36	137	15	77
BN877_II1355_locusTag_BN877_II1355	0	0	62	127	95	19	77	237	27	175
BN877_II1356_locusTag_BN877_II1356	12	0	68	50	89	9	51	171	23	85
BN877_II1357_locusTag_BN877_II1357	15	0	42	6	9	12	17	17	12	44
BN877_II1358_locusTag_BN877_II1358	0	0	15	30	25	6	23	6	0	8
BN877_II1360_locusTag_BN877_II1360	8	0	108	223	116	32	60	212	15	88
BN877_II1361_locusTag_BN877_II1361	0	0	3	25	0	2	46	116	21	33
BN877_II1362_locusTag_BN877_II1362	0	0	21	18	16	8	49	127	17	47
BN877_II1363_locusTag_BN877_II1363	0	0	2	106	34	11	61	88	35	39
BN877_II1364_locusTag_BN877_II1364	7	0	7	19	6	0	53	229	43	22
BN877_II1365_locusTag_BN877_II1365	0	0	54	179	43	16	49	268	29	100
BN877_II1368_locusTag_BN877_II1368	0	0	13	99	12	9	19	45	0	17
BN877_II1369_locusTag_BN877_II1369	2	0	104	616	21	18	16	10	16	41
BN877_II1372_locusTag_BN877_II1372	10	0	99	449	33	0	84	87	39	64
BN877_II1373_locusTag_BN877_II1373	0	0	18	42	0	11	0	7	5	54
BN877_II1374_locusTag_BN877_II1374	0	0	9	15	0	7	0	9	30	12
BN877_II1375_locusTag_BN877_II1375	0	0	6	55	15	5	0	37	0	33
BN877_II1376_locusTag_BN877_II1376	0	0	2	37	5	14	32	32	10	64
BN877_II1377_locusTag_BN877_II1377	0	0	49	193	13	25	66	131	54	115
BN877_II1378_locusTag_BN877_II1378	6	4	17	103	20	24	96	48	0	26
BN877_II1379_locusTag_BN877_II1379	0	0	2	151	0	0	26	18	0	87
BN877_II1380_locusTag_BN877_II1380	11	0	38	422	71	0	84	151	36	111
BN877_II1381_locusTag_BN877_II1381	0	0	15	36	0	10	0	30	36	22
BN877_II1387_locusTag_BN877_II1387	2	0	118	303	71	44	206	280	62	126
BN877_II1388_locusTag_BN877_II1388	0	0	29	44	53	10	97	334	114	174
BN877_II1393_locusTag_BN877_II1393	0	0	17	62	14	0	51	93	24	13
BN877_II1396_locusTag_BN877_II1396	29	0	58	145	46	0	35	315	82	294
BN877_II1397_locusTag_BN877_II1397	0	0	23	45	23	0	13	40	15	20
BN877_II1398_locusTag_BN877_II1398	0	0	0	24	2	0	34	9	0	9
BN877_II1399_locusTag_BN877_II1399	0	4	48	25	7	19	28	42	16	25
BN877_II1400_locusTag_BN877_II1400	10	0	36	93	15	0	12	66	36	64
BN877_II1401_locusTag_BN877_II1401	0	0	61	86	51	7	165	271	79	96
BN877_II1402_locusTag_BN877_II1402	0	0	27	16	11	0	0	3	0	0
BN877_II1403_locusTag_BN877_II1403	0	0	11	3	0	0	0	12	7	0
BN877_II1404_locusTag_BN877_II1404	0	0	18	12	1	0	9	0	0	15
BN877_II1405_locusTag_BN877_II1405	6	0	10	32	11	6	13	27	0	11
BN877_II1406_locusTag_BN877_II1406	0	0	30	66	6	3	7	35	0	15
BN877_II1407_locusTag_BN877_II1407	0	0	36	76	12	0	14	9	0	7
BN877_II1408_locusTag_BN877_II1408	2	0	19	15	17	0	8	33	2	17
BN877_II1412_locusTag_BN877_II1412	0	0	11	32	4	18	4	48	39	8
BN877_II1413_locusTag_BN877_II1413	0	0	0	5	4	0	0	31	0	0
BN877_II1414_locusTag_BN877_II1414	0	0	0	62	11	0	13	16	13	13
BN877_II1415_locusTag_BN877_II1415	0	0	11	179	41	0	0	72	0	10
BN877_II1416_locusTag_BN877_II1416	0	0	0	0	0	5	0	26	0	0
BN877_II1417_locusTag_BN877_II1417	0	0	0	0	0	0	0	0	0	0
BN877_II1418_locusTag_BN877_II1418	3	0	124	607	117	3	165	852	216	470
BN877_II1419_locusTag_BN877_II1419	2	0	24	177	36	22	43	78	92	91
BN877_II1420_locusTag_BN877_II1420	0	21	5	56	6	0	52	75	66	73
BN877_II1422_locusTag_BN877_II1422	10	2	83	252	80	29	472	826	191	640
BN877_II1423_locusTag_BN877_II1423	25	8	374	593	79	13	790	1679	103	515
BN877_II1424_locusTag_BN877_II1424	0	4	114	173	35	12	200	930	98	230
BN877_II1425_locusTag_BN877_II1425	0	2	113	150	18	4	164	355	26	148
BN877_II1426_locusTag_BN877_II1426	0	0	51	96	1	19	83	343	51	326
BN877_II1427_locusTag_BN877_II1427	17	7	50	202	113	10	157	313	83	193
BN877_II1428_locusTag_BN877_II1428	0	0	29	9	28	4	39	88	36	116
BN877_II1429_locusTag_BN877_II1429	9	0	44	83	47	5	47	212	20	116
BN877_II1430_locusTag_BN877_II1430	18	0	36	133	25	3	131	570	67	195
BN877_II1431_locusTag_BN877_II1431	5	0	31	66	35	0	21	31	33	18
BN877_II1432_locusTag_BN877_II1432	0	23	20	38	6	0	11	12	0	26
BN877_II1433_locusTag_BN877_II1433	0	0	26	108	25	2	10	115	5	19
BN877_II1434_locusTag_BN877_II1434	0	0	0	14	0	0	5	52	0	2
BN877_II1435_locusTag_BN877_II1435	0	0	0	19	0	9	0	36	0	3
BN877_II1436_locusTag_BN877_II1436	0	0	1	14	0	0	0	26	15	34
BN877_II1437_locusTag_BN877_II1437	0	0	29	23	12	0	19	42	26	7
BN877_II1438_locusTag_BN877_II1438	0	0	34	32	15	7	36	54	40	26
BN877_II1439_locusTag_BN877_II1439	0	0	27	22	8	0	32	46	0	17
BN877_II1440_locusTag_BN877_II1440	0	0	5	17	11	6	2	83	8	49
BN877_II1441_locusTag_BN877_II1441	0	32	217	421	109	16	348	621	129	445
BN877_II1442_locusTag_BN877_II1442	0	0	40	70	26	2	53	106	20	37
BN877_II1443_locusTag_BN877_II1443	0	0	26	35	7	6	0	22	0	37
