design_name	spec
Design A000P000: 1414088611009_A000P000	(~(name:input_pTac+name:SarJ+name:js2_bm3r1+name:BM3R1+name:L3S2P11)*~(name:pQacR+name:PlmJ+name:an2_litr+name:LitR+name:L3S2P24)*~(name:pBM3R1+name:pLitR+name:RiboJ53+name:an1_phlf+name:PhlF+name:ECK120033737))+(name:pPhlF+name:output_YFP)
