2	3
4	1
13	2
28	1
58	1
68	1
76	1
77	1
78	3
81	1
86	1
88	2
89	1
90	8
91	19
92	34
93	35
94	30
95	47
96	51
97	39
98	44
99	57
100	76
101	115
102	118
103	122
104	146
105	125
106	128
107	139
108	153
109	137
110	177
111	165
112	165
113	166
114	204
115	225
116	212
117	175
118	192
119	186
120	188
121	215
122	219
123	242
124	256
125	268
126	264
127	268
128	283
129	273
130	323
131	299
132	314
133	349
134	324
135	440
136	379
137	352
138	449
139	386
140	462
141	497
142	356
143	420
144	455
145	508
146	389
147	485
148	508
149	568
150	451
151	528
152	581
153	515
154	618
155	612
156	567
157	697
158	741
159	702
160	682
161	706
162	677
163	748
164	800
165	754
166	821
167	854
168	767
169	934
170	968
171	929
172	1090
173	917
174	1173
175	1070
176	1012
177	1057
178	1154
179	1062
180	1155
181	1128
182	1144
183	1271
184	1226
185	1230
186	1318
187	1291
188	1330
189	1416
190	1355
191	1355
192	1343
193	1398
194	1456
195	1566
196	1546
197	1643
198	1531
199	1575
200	1610
201	1671
202	1861
203	1688
204	1469
205	1696
206	1714
207	1904
208	1802
209	2174
210	1749
211	2051
212	1952
213	2130
214	2026
215	2298
216	2385
217	2137
218	2373
219	2389
220	2410
221	2590
222	2304
223	2285
224	2244
225	2175
226	2392
227	2308
228	2235
229	2123
230	2298
231	2348
232	2280
233	2438
234	2141
235	2438
236	2632
237	2399
238	2284
239	2437
240	2248
241	2486
242	2455
243	2721
244	2560
245	2624
246	2567
247	2575
248	2609
249	2573
250	2459
251	2526
252	2585
253	2422
254	2572
255	2494
256	2526
257	2652
258	2714
259	2488
260	2671
261	2631
262	2600
263	2557
264	2410
265	2514
266	2551
267	2692
268	2625
269	2595
270	2705
271	2722
272	2530
273	2462
274	2674
275	2508
276	2571
277	2475
278	2403
279	2422
280	2553
281	2455
282	2579
283	2624
284	2658
285	2523
286	2349
287	2279
288	2318
289	2384
290	2213
291	2157
292	2274
293	2156
294	2059
295	2215
296	2193
297	2238
298	2251
299	2188
300	2118
301	2334
302	1872
303	2257
304	1964
305	1979
306	2206
307	1951
308	1936
309	2033
310	1850
311	1846
312	1838
313	2007
314	1746
315	1868
316	1781
317	1845
318	1784
319	1799
320	1714
321	1889
322	1842
323	1753
324	1637
325	1623
326	1715
327	1666
328	1442
329	1582
330	1446
331	1603
332	1512
333	1488
334	1449
335	1386
336	1550
337	1385
338	1448
339	1257
340	1370
341	1293
342	1299
343	1319
344	1279
345	1252
346	1256
347	1182
348	1323
349	1107
350	1118
351	1249
352	1134
353	1117
354	1076
355	1167
356	1027
357	1174
358	1108
359	1069
360	925
361	966
362	1115
363	1053
364	1788
365	929
366	1000
367	942
368	917
369	769
370	894
371	873
372	770
373	883
374	766
375	875
376	792
377	924
378	946
379	830
380	707
381	702
382	679
383	743
384	625
385	738
386	725
387	757
388	666
389	648
390	614
391	603
392	591
393	539
394	639
395	619
396	557
397	563
398	558
399	521
400	559
401	494
402	488
403	485
404	465
405	554
406	489
407	481
408	430
409	407
410	353
411	479
412	433
413	443
414	431
415	386
416	374
417	411
418	408
419	362
420	407
421	419
422	370
423	390
424	367
425	336
426	400
427	365
428	364
429	322
430	344
431	314
432	348
433	301
434	313
435	249
436	285
437	282
438	310
439	287
440	266
441	228
442	253
443	261
444	275
445	245
446	277
447	239
448	246
449	243
450	238
451	204
452	214
453	153
454	199
455	202
456	227
457	219
458	181
459	166
460	247
461	215
462	191
463	206
464	164
465	141
466	149
467	145
468	135
469	151
470	167
471	144
472	138
473	126
474	148
475	179
476	165
477	109
478	116
479	152
480	140
481	113
482	136
483	87
484	118
485	118
486	102
487	133
488	93
489	95
490	109
491	105
492	89
493	106
494	88
495	138
496	104
497	102
498	99
499	103
500	107
501	103
502	116
503	89
504	99
505	79
506	86
507	77
508	94
509	73
510	63
511	92
512	64
513	60
514	74
515	114
516	51
517	85
518	67
519	57
520	48
521	66
522	35
523	74
524	71
525	44
526	72
527	39
528	49
529	68
530	54
531	53
532	42
533	49
534	63
535	59
536	46
537	63
538	36
539	35
540	28
541	41
542	61
543	50
544	43
545	29
546	35
547	40
548	54
549	22
550	39
551	37
552	31
553	30
554	38
555	29
556	45
557	19
558	33
559	24
560	17
561	47
562	22
563	30
564	33
565	41
566	53
567	25
568	27
569	15
570	28
571	28
572	35
573	15
574	38
575	22
576	22
577	23
578	32
579	16
580	18
581	25
582	17
583	14
584	17
585	36
586	13
587	21
588	16
589	11
590	16
591	17
592	26
593	9
594	23
595	11
596	8
597	11
598	12
599	10
600	17
601	9
602	10
603	15
604	12
605	13
606	9
607	6
608	5
609	16
610	8
611	13
612	11
613	15
614	23
615	3
616	7
617	15
618	11
619	7
620	8
621	12
622	7
623	11
624	13
625	18
626	12
627	2
628	6
629	8
630	9
631	14
632	6
633	6
634	4
635	10
636	5
637	12
638	9
639	16
640	8
641	5
642	5
643	4
644	2
645	3
646	5
647	2
648	1
649	4
650	7
651	3
652	7
653	2
654	1
655	4
656	2
657	7
659	7
660	5
661	2
662	4
663	3
664	3
665	8
666	4
667	3
669	3
670	5
671	2
672	3
673	4
675	3
676	4
677	2
678	4
679	4
680	2
681	6
682	2
683	2
685	1
686	7
687	2
688	5
689	1
691	1
692	5
693	2
695	4
696	1
697	4
698	1
699	4
700	1
701	10
702	1
703	3
704	3
706	2
708	1
709	1
710	6
711	3
712	1
713	2
714	4
716	3
717	1
718	2
719	1
720	1
726	1
727	1
728	2
730	1
731	1
732	1
734	3
738	1
742	1
746	1
747	1
749	1
753	1
759	2
760	5
761	7
762	1
765	4
767	1
769	1
770	3
773	2
776	1
787	2
794	1
805	3
817	1
818	1
823	1
875	1
888	1
905	1
942	1
958	1
981	3
987	1
991	3
995	3
1005	4
1016	6
1041	1
1049	4
1058	3
1072	1
1073	2
1082	1
1083	6
1087	1
1098	1
1107	4
1114	4
1129	2
1139	2
1141	4
1142	3
1147	3
1157	3
1162	1
1189	2
1190	3
1193	3
1198	2
1218	3
1269	1
1467	1
1553	1
2792	1
4694	1
5161	1
5228	1
5352	1
9061	1
10883	1
10896	2
20059	1
23408	1
23804	1
26047	1
28940	1
32819	1
32986	2
40732	1
46321	1
49328	1
59516	1
65419	1
66329	1
71426	1
83955	1
85322	1
88024	1
95349	1
112617	1
113909	1
117057	1
117770	1
124536	1
127584	1
143343	1
161766	1
163397	1
167627	1
177827	1
180330	1
186941	4
186966	2
186989	1
188888	1
200963	1
204208	1
219566	1
227415	1
229117	1
231290	1
232642	1
239734	1
245150	1
267140	1
276457	1
281807	1
283083	1
300401	1
319757	1
323919	1
338361	1
340675	2
341761	1
345879	1
350785	1
361856	1
377197	1
399234	1
427114	1
433115	1
436107	1
444157	1
446210	1
446883	1
447635	1
447874	1
464184	1
464658	1
469051	1
473455	1
484862	1
496850	1
504072	1
508446	1
520166	1
520361	1
544615	1
546489	1
546945	1
547427	1
552076	1
561920	1
565864	1
572691	1
587677	1
602004	1
628618	1
647506	1
651014	1
667267	1
691531	1
702589	1
707327	1
722918	1
723319	1
733746	1
742781	1
746203	1
754647	1
759643	1
776541	1
783085	1
796721	1
798289	1
805313	1
811536	1
812387	1
852306	1
858741	1
863576	1
870080	1
870453	1
893916	1
903246	1
918549	1
920899	1
921797	1
921804	1
921822	1
921845	1
924824	1
928781	1
931438	1
940224	1
964091	1
973306	2
973378	1
973422	1
974891	1
985287	1
986478	1
1007604	1
1026173	2
1029439	1
1031263	1
1032367	1
1042722	1
1049546	1
1060050	1
1074163	1
1076025	1
1091600	1
1111088	1
1126999	1
1127206	1
1138369	1
1143417	1
1145895	1
1164630	1
1185710	1
1201428	1
1210770	1
1220795	1
1255538	1
1267313	1
1275601	1
1297843	1
1321714	1
1344516	1
1351983	1
1352960	1
1379992	1
1384360	1
1387078	1
1410997	1
1424411	1
1440765	1
1446139	1
1488400	1
1498289	1
1504869	1
1509379	1
1513412	1
1533151	1
1535685	1
1543180	1
1547555	1
1554771	1
1557797	1
