sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_3	0x58v50	L3S2P21	9527.24	78.24	0.00821224195045	121.769427403	N
tube_3	0x58v50	ECK120033737	590.12	0.0	0.00169457059581	590.12	Y
tube_3	0x58v50	L3S2P22	924.8	250.6	0.270977508651	3.69034317638	N
tube_3	0x58v50	ECK120029600	2607.44	26.08	0.0100021477004	99.9785276074	N
tube_3	0x58v50	L3S3P21-2	12.04	0.0	0.0830564784053	12.04	Y
tube_3	0x58v50	L3S2P24	14055.68	470.4	0.0334668973682	29.8802721088	N
tube_3	0x58v50	L3S2P11	220.2	3.0	0.0136239782016	73.4	N
tube_3	0x58v50	L3S2P55	3048.44	66.88	0.0219390901576	45.5807416268	N
