	logFC	logCPM	PValue	FDR
cpsB_locusTag_ECDH10B_2199	7.09254171850177	5.17277222269075	6.50802322536553e-08	0.000283879973090445
cpsG_locusTag_ECDH10B_2198	10.9036791473484	4.39534924092953	1.69283921409737e-06	0.00369208232594636
wcaD_locusTag_ECDH10B_2206	5.38365033151467	5.26120650044952	2.5056093116988e-05	0.0364315593921006
yjbG_locusTag_ECDH10B_4217	9.02388256773522	2.66273888799015	3.65609269812541e-05	0.0398696908730576
tdcB_locusTag_ECDH10B_3291	-10.5084112925556	5.8790238001247	5.84926878373544e-05	0.051029020869308
nikD_locusTag_ECDH10B_3653	-7.66697245879383	4.01828322639476	0.00010589489561413	0.0769855891114726
dmsB_locusTag_ECDH10B_0965	-9.93615708308169	4.12489287766092	0.000178979452439249	0.0991942781184129
focA_locusTag_ECDH10B_0974	-3.57873590697569	6.87088359979799	0.000186938658877677	0.0991942781184129
PhlF	-2.4603753977613	11.0369542177605	0.000204664947974717	0.0991942781184129
yiaB_locusTag_ECDH10B_3744	7.94841755674956	1.74543269318027	0.000333341012531842	0.12569544049432
YFP	3.47164785161469	13.6662299468756	0.000385725365460546	0.12569544049432
wcaJ_locusTag_ECDH10B_2197	5.92733495166763	3.82053724651595	0.000387549058395126	0.12569544049432
wcaE_locusTag_ECDH10B_2205	4.38262855900532	3.76181267063577	0.000397780940745276	0.12569544049432
ycgK_locusTag_ECDH10B_1231	-5.76502332797997	4.62696039969361	0.000403424155644309	0.12569544049432
valZ_locusTag_ECDH10B_0813	4.39382086492808	2.79735742293669	0.000451857335816618	0.131400113255473
napC_locusTag_ECDH10B_2359	-9.19405393827441	3.40583959940841	0.000568190464418767	0.154846674159471
nirD_locusTag_ECDH10B_3542	-9.23814201120697	3.44983999812493	0.000603483140924118	0.154846674159471
nikB_locusTag_ECDH10B_3651	-8.9676893545976	3.19149321131685	0.000919376548910644	0.222795583686013
yodA_locusTag_ECDH10B_2116	-7.05132095847562	8.503698558134	0.00116720050033294	0.2601601720595
wcaF_locusTag_ECDH10B_2204	5.66399638099465	3.0955412912178	0.00125591165307792	0.2601601720595
napG_locusTag_ECDH10B_2362	-8.68071229568782	2.91575844322271	0.00128652793777273	0.2601601720595
efeO_locusTag_ECDH10B_1091	3.27381951750255	4.23213686576855	0.00131213291731064	0.2601601720595
ompW_locusTag_ECDH10B_1371	-5.89439643580657	5.65702079417223	0.00143940077160484	0.267173740177452
yieL_locusTag_ECDH10B_3906	7.48267120717745	1.3581292714436	0.00147000682353481	0.267173740177452
yhbU_locusTag_ECDH10B_3331	-5.9601850443562	3.54313593015464	0.00166851388668455	0.282347220786087
yqeI_locusTag_ECDH10B_3019	-5.37327614559597	2.93819561408762	0.00168294996342005	0.282347220786087
napF_locusTag_ECDH10B_2365	-8.54066118946063	2.78557332913748	0.00195888402497214	0.306972196951099
ydcQ_locusTag_ECDH10B_1568	7.64188933224093	1.49148593589311	0.00199490160523372	0.306972196951099
rpmJ_locusTag_ECDH10B_0284	-9.7691831148719	3.97905620490891	0.00208100985239267	0.306972196951099
feaR_locusTag_ECDH10B_1509	3.42537824080436	2.82962727362332	0.00211122556362517	0.306972196951099
pgaD_locusTag_ECDH10B_1094	8.13232919952792	1.90397620197545	0.00240138404431737	0.330709585419378
garL_locusTag_ECDH10B_3299	-9.36833963452784	3.3791702176353	0.00242611341894087	0.330709585419378
marB_locusTag_ECDH10B_1663	3.93299626759785	2.57547352345628	0.00270675968274211	0.340228792490478
ydjY_locusTag_ECDH10B_1889	-5.67094107246198	3.14270757760546	0.0027725930086835	0.340228792490478
yhjX_locusTag_ECDH10B_3726	-5.81934197774601	8.45609826347309	0.00287997199209696	0.340228792490478
yqeC_locusTag_ECDH10B_3051	-8.34235488598089	2.59928605390742	0.00289824281214128	0.340228792490478
bssR_locusTag_ECDH10B_0905	-4.21902921867325	5.6677752349549	0.00291016940468845	0.340228792490478
dmsA_locusTag_ECDH10B_0964	-4.88685872524136	6.27379315644826	0.00296393721105872	0.340228792490478
yjjW_locusTag_ECDH10B_4537	-5.7013211670113	3.93228986687197	0.00320966608189251	0.342104886245219
ansB_locusTag_ECDH10B_3132	-2.95008387112539	7.48376560771944	0.00323926680001969	0.342104886245219
fhuA_locusTag_ECDH10B_0130	1.95895960121652	7.31567713836908	0.00337965835695795	0.342104886245219
nikC_locusTag_ECDH10B_3652	-5.38601820973342	3.11137420835917	0.0034414145826392	0.342104886245219
wzxC_locusTag_ECDH10B_2196	4.26966916950165	4.14941891460048	0.00344481472815271	0.342104886245219
pspD_locusTag_ECDH10B_1424	-6.94887719043445	3.8525426656247	0.00345085167234976	0.342104886245219
katG_locusTag_ECDH10B_4131	-2.64964697015716	7.9501050941204	0.00376744053492385	0.365190569185285
yegJ_locusTag_ECDH10B_2221	7.13694892907227	1.0827639274387	0.00401417115505779	0.380648143007871
ybiI_locusTag_ECDH10B_0871	3.17916741079533	2.62723246214118	0.0042436484703661	0.392649302162303
frdA_locusTag_ECDH10B_4349	-4.12333064837516	8.93481117862567	0.00462618897500251	0.392649302162303
hypD_locusTag_ECDH10B_2897	-4.46877155360378	5.77286721928257	0.00475828831933628	0.392649302162303
gltF_locusTag_ECDH10B_3389	3.75196657351682	3.16854908851308	0.00477660963330428	0.392649302162303
wcaM_locusTag_ECDH10B_2193	4.06158444775145	4.08234689813213	0.00484612803674684	0.392649302162303
hybO_locusTag_ECDH10B_3174	-4.34139533745384	5.64520233337088	0.00485155500053394	0.392649302162303
ompL_locusTag_ECDH10B_4065	6.87282257072545	0.892660110887899	0.00490800730279141	0.392649302162303
ulaC_locusTag_ECDH10B_4390	7.15413348058936	1.07836440968982	0.00502835574681827	0.392649302162303
tynA_locusTag_ECDH10B_1511	7.17429157882652	1.10590009773463	0.00508182503233368	0.392649302162303
ydhY_locusTag_ECDH10B_1808	-5.46056827585683	3.11539329128309	0.00508193123358873	0.392649302162303
aldB_locusTag_ECDH10B_3769	3.801203917323	2.5837443782769	0.00513090559909475	0.392649302162303
ybgO_locusTag_ECDH10B_0783	6.97426956886306	0.950135482561922	0.00545754587517211	0.403832913183591
fadA_locusTag_ECDH10B_4034	2.85938858270227	3.48863660349292	0.00546220584086013	0.403832913183591
ygdB_locusTag_ECDH10B_2994	7.03231255552687	0.98815390204868	0.00568611378247154	0.410070371060582
yhbV_locusTag_ECDH10B_3332	-5.09808722908544	3.78768430441124	0.00578202201852364	0.410070371060582
uidA_locusTag_ECDH10B_1750	2.80650997128719	4.58307194994825	0.00589149403127818	0.410070371060582
ygiZ_locusTag_ECDH10B_3201	7.61443614940533	1.47765501649686	0.00592261196167278	0.410070371060582
yaaW_locusTag_ECDH10B_0011	4.19122584617314	1.63476792870605	0.00621255382194841	0.423424371427171
pepE_locusTag_ECDH10B_4210	-4.70495218147563	5.56315951527816	0.0064739705766401	0.425399760557013
dnaK_locusTag_ECDH10B_0014	-2.16147876353746	10.3129668669109	0.00663782675696571	0.425399760557013
sdhB_locusTag_ECDH10B_0791	1.80673795168539	8.11575987484711	0.00669644902095019	0.425399760557013
dadX_locusTag_ECDH10B_1243	2.02987796354241	6.70750472578627	0.00670950876903684	0.425399760557013
