design_name,parts,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alec Circuit,P_Tac,P_Tet,Z_Rib,R_RBS,C_AmtR,T_Ter,P_BAD,P_Tet,Z_Rib,R_RBS,C_LitR,T_Ter,P_BAD,Z_Rib,R_RBS,C_BM3R1,T_Ter,P_BM3R1,P_AmtR,Z_Rib,R_RBS,C_SrpR,T_Ter,P_SrpR,P_LitR,Z_Rib,R_RBS,C_PhlF,T_Ter,P_PhlF,Z_Rib,R_RBS,C_YFP,T_Ter
