name	spec
Alec Circuit	name:P_Tac+name:P_Tet+name:Z_Rib+name:R_RBS+name:C_AmtR+name:T_Ter+name:P_BAD+name:P_Tet+name:Z_Rib+name:R_RBS+name:C_LitR+name:T_Ter+name:P_BAD+name:Z_Rib+name:R_RBS+name:C_BM3R1+name:T_Ter+name:P_BM3R1+name:P_AmtR+name:Z_Rib+name:R_RBS+name:C_SrpR+name:T_Ter+name:P_SrpR+name:P_LitR+name:Z_Rib+name:R_RBS+name:C_PhlF+name:T_Ter+name:P_PhlF+name:Z_Rib+name:R_RBS+name:C_YFP+name:T_Ter
