sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_1	0x58v50	L3S2P21	37.8	4.44	0.11746031746	8.51351351351	N
tube_1	0x58v50	ECK120033737	2260.52	6.0	0.00265425654274	376.753333333	N
tube_1	0x58v50	L3S2P22	676.4	116.72	0.172560615021	5.79506511309	N
tube_1	0x58v50	ECK120029600	9584.8	15.0	0.00156497788165	638.986666667	N
tube_1	0x58v50	L3S3P21-2	0.0	0.0	0.0	-1.0	Y
tube_1	0x58v50	L3S2P24	151.52	5.24	0.0345828933474	28.9160305344	N
tube_1	0x58v50	L3S2P11	44.0	0.0	0.0227272727273	44.0	Y
tube_1	0x58v50	L3S2P55	668.68	76.0	0.113656756595	8.79842105263	N
