sample	chromosome	part_name	reads_us	reads_ds	t_e	t_s	max_term
tube_5	0x58v50	L3S2P21	12874.64	27.6	0.00214374926212	466.472463768	N
tube_5	0x58v50	ECK120033737	241.48	0.0	0.00414112970018	241.48	Y
tube_5	0x58v50	L3S2P22	387.4	107.04	0.27630356221	3.6192077728	N
tube_5	0x58v50	ECK120029600	6494.48	31.0	0.0047732843892	209.499354839	N
tube_5	0x58v50	L3S3P21-2	0.0	0.0	0.0	-1.0	Y
tube_5	0x58v50	L3S2P24	31896.44	138.48	0.0043415503423	230.332466782	N
tube_5	0x58v50	L3S2P11	5080.84	0.0	0.000196817849017	5080.84	Y
tube_5	0x58v50	L3S2P55	1432.08	66.2	0.0462264677951	21.6326283988	N
